pmid	annotator	subject_start_idx	subject_end_idx	subject_location	subject_text_span	subject_label	predicate	object_start_idx	object_end_idx	object_location	object_text_span	object_label
31753762	distant	4	17	title	gut microbiome	microbiome	is linked to	22	43	title	neurological disorders	DDF
31753762	distant	213	222	abstract	microbiome	microbiome	is linked to	268	289	abstract	neurological disorders	DDF
31753762	distant	213	222	abstract	microbiome	microbiome	is linked to	302	320	abstract	Alzheimer's disease	DDF
31753762	distant	213	222	abstract	microbiome	microbiome	is linked to	323	346	abstract	autism spectrum disorder	DDF
31753762	distant	213	222	abstract	microbiome	microbiome	is linked to	349	366	abstract	multiple sclerosis	DDF
31753762	distant	213	222	abstract	microbiome	microbiome	is linked to	369	387	abstract	Parkinson's disease	DDF
31753762	distant	213	222	abstract	microbiome	microbiome	is linked to	394	399	abstract	stroke	DDF


28372330	distant	4	17	title	Gut Microbiota	microbiome	is linked to	23	41	title	Alzheimer's Disease	DDF
28372330	distant	4	17	abstract	gut microbiota	microbiome	is linked to	170	182	abstract	gut disorders	DDF
28372330	distant	4	17	abstract	gut microbiota	microbiome	is linked to	193	224	abstract	central nervous system disorders	DDF
28372330	distant	260	261	abstract	AD	DDF	is a	303	328	abstract	neurodegenerative disorder	DDF
28372330	distant	260	261	abstract	AD	DDF	affect	346	363	abstract	impaired cognition	DDF
28372330	distant	303	328	abstract	neurodegenerative disorder	DDF	affect	346	363	abstract	impaired cognition	DDF
28372330	distant	652	682	abstract	pathogenic microbial infections	DDF	target	608	624	abstract	germ-free animals	animal
28372330	distant	652	682	abstract	pathogenic microbial infections	DDF	target	633	639	abstract	animals	animal
28372330	distant	685	695	abstract	antibiotics	drug	impact	769	782	abstract	gut microbiota	microbiome
28372330	distant	698	707	abstract	probiotics	dietary supplement	administered	633	639	abstract	animals	animal
28372330	distant	698	707	abstract	probiotics	dietary supplement	impact	769	782	abstract	gut microbiota	microbiome
28372330	distant	903	922	abstract	microbiota dysbiosis	DDF	strike	864	890	abstract	gut and blood-brain barrier	anatomical location
28372330	distant	1122	1129	abstract	amyloids	chemical	produced by	1078	1091	abstract	gut microbiota	microbiome
28372330	distant	1135	1153	abstract	lipopolysaccharides	chemical	produced by	1078	1091	abstract	gut microbiota	microbiome
28372330	distant	1335	1348	abstract	gut microbiota	microbiome	is linked to	1361	1372	abstract	inflammation	DDF
28372330	distant	1335	1348	abstract	gut microbiota	microbiome	is linked to	1418	1424	abstract	obesity	DDF
28372330	distant	1335	1348	abstract	gut microbiota	microbiome	is linked to	1427	1450	abstract	type 2 diabetes mellitus	DDF
28372330	distant	1335	1348	abstract	gut microbiota	microbiome	is linked to	1457	1458	abstract	AD	DDF
28372330	distant	1361	1372	abstract	inflammation	DDF	affect	1418	1424	abstract	obesity	DDF
28372330	distant	1361	1372	abstract	inflammation	DDF	affect	1427	1450	abstract	type 2 diabetes mellitus	DDF
28372330	distant	1361	1372	abstract	inflammation	DDF	affect	1457	1458	abstract	AD	DDF
28372330	distant	1572	1585	abstract	gut microbiota	microbiome	is linked to	1609	1610	abstract	AD	DDF


31118068	distant	0	18	abstract	Alzheimer's disease	DDF	is a	30	54	abstract	neurodegenerative disease	DDF
31118068	distant	21	22	abstract	AD	DDF	is a	30	54	abstract	neurodegenerative disease	DDF
31118068	distant	195	203	abstract	dysbiosis	DDF	strike	224	232	abstract	intestine	anatomical location
31118068	distant	551	564	abstract	gut microbiota	microbiome	located in	573	577	abstract	brain	anatomical location
31118068	distant	635	643	abstract	dysbiosis	DDF	affect	668	669	abstract	AD	DDF
31118068	distant	769	779	abstract	Antibiotics	drug	impact	990	1003	abstract	gut microbiota	microbiome
31118068	distant	921	946	abstract	broad-spectrum antibiotics	drug	impact	990	1003	abstract	gut microbiota	microbiome
31118068	distant	1114	1124	abstract	antibiotics	drug	change effect	1129	1130	abstract	AD	DDF
31118068	distant	1190	1199	abstract	antibiotic	drug	change effect	1129	1130	abstract	AD	DDF
31118068	distant	1281	1294	abstract	gut microbiota	microbiome	is linked to	1424	1445	abstract	neurological disorders	DDF
31118068	distant	1861	1874	abstract	gut microbiota	microbiome	is linked to	1879	1880	abstract	AD	DDF


33374235	distant	37	55	abstract	Alzheimer's disease	DDF	affect	90	97	abstract	dementia	DDF
33374235	distant	755	773	abstract	Lipopolysaccharides	chemical	influence	931	947	abstract	neuroinflammation	DDF
33374235	distant	779	796	abstract	bacterial amyloids	chemical	influence	931	947	abstract	neuroinflammation	DDF
33374235	distant	1020	1032	abstract	gut dysbiosis	DDF	affect	1070	1071	abstract	AD	DDF
33374235	distant	1092	1105	abstract	gut microbiota	microbiome	is linked to	1206	1207	abstract	AD	DDF
33374235	distant	1112	1122	abstract	antibiotics	drug	impact	1092	1105	abstract	gut microbiota	microbiome
33374235	distant	1112	1122	abstract	antibiotics	drug	change effect	1206	1207	abstract	AD	DDF
33374235	distant	1127	1151	abstract	probiotic supplementation	dietary supplement	impact	1092	1105	abstract	gut microbiota	microbiome
33374235	distant	1127	1151	abstract	probiotic supplementation	dietary supplement	influence	1206	1207	abstract	AD	DDF


32829453	distant	0	13	title	Gut Microbiota	microbiome	is linked to	32	50	title	Alzheimer's Disease	DDF
32829453	distant	19	27	title	Dysbiosis	DDF	affect	32	50	title	Alzheimer's Disease	DDF
32829453	distant	471	484	abstract	gut microbiota	microbiome	is linked to	515	540	abstract	neuropsychiatric disorders	DDF
32829453	distant	669	681	abstract	gut dysbiosis	DDF	affect	721	737	abstract	neuroinflammation	DDF
32829453	distant	669	681	abstract	gut dysbiosis	DDF	affect	740	755	abstract	oxidative stress	DDF
32829453	distant	669	681	abstract	gut dysbiosis	DDF	affect	804	822	abstract	Alzheimer's disease	DDF
32829453	distant	669	681	abstract	gut dysbiosis	DDF	affect	825	826	abstract	AD	DDF
32829453	distant	721	737	abstract	neuroinflammation	DDF	affect	804	822	abstract	Alzheimer's disease	DDF
32829453	distant	740	755	abstract	oxidative stress	DDF	affect	804	822	abstract	Alzheimer's disease	DDF
32829453	distant	762	779	abstract	insulin resistance	DDF	affect	804	822	abstract	Alzheimer's disease	DDF
32829453	distant	1026	1039	abstract	gut microbiota	microbiome	is linked to	1051	1063	abstract	dysregulation	DDF
32829453	distant	1051	1063	abstract	dysregulation	DDF	affect	1088	1089	abstract	AD	DDF


37315112	distant	0	25	title	Gut microbiome composition	microbiome	is linked to	50	80	title	preclinical Alzheimer's disease	DDF
37315112	distant	0	33	abstract	Alzheimer's disease (AD) pathology	DDF	affect	88	106	abstract	preclinical disease	DDF
37315112	distant	0	33	abstract	Alzheimer's disease (AD) pathology	DDF	affect	126	139	abstract	symptomatic AD	DDF
37315112	distant	0	33	abstract	Alzheimer's disease (AD) pathology	DDF	affect	146	165	abstract	cognitive impairment	DDF
37315112	distant	198	211	abstract	gut microbiome	microbiome	located in	216	235	abstract	symptomatic patients	human
37315112	distant	242	243	abstract	AD	DDF	target	216	235	abstract	symptomatic patients	human
37315112	distant	775	788	abstract	preclinical AD	DDF	target	758	768	abstract	individuals	human
37315112	distant	1115	1132	abstract	gut bacterial taxa	bacteria	influence	1150	1163	abstract	preclinical AD	DDF


35244967	distant	218	236	abstract	oral microorganisms	bacteria	influence	296	312	abstract	Alzheimer disease	DDF
35244967	distant	247	270	abstract	Porphyromonas gingivalis	bacteria	influence	296	312	abstract	Alzheimer disease	DDF
35244967	distant	475	489	abstract	oral microbiome	microbiome	located in	522	539	abstract	elderly population	human
35244967	distant	1275	1286	abstract	P gingivalis	bacteria	influence	1298	1334	abstract	Alzheimer disease-related alterations	DDF
35244967	distant	1381	1392	abstract	P gingivalis	bacteria	interact	1453	1461	abstract	β-amyloid	chemical
35244967	distant	1453	1461	abstract	β-amyloid	chemical	located in	1470	1474	abstract	brain	anatomical location


35010895	distant	0	9	title	Probiotics	dietary supplement	influence	15	33	title	Alzheimer's Disease	DDF
35010895	distant	0	18	abstract	Alzheimer's disease	DDF	is a	52	78	abstract	neurodegenerative disorders	DDF
35010895	distant	0	18	abstract	Alzheimer's disease	DDF	target	101	107	abstract	elderly	human
35010895	distant	21	22	abstract	AD	DDF	is a	52	78	abstract	neurodegenerative disorders	DDF
35010895	distant	21	22	abstract	AD	DDF	target	101	107	abstract	elderly	human
35010895	distant	21	22	abstract	AD	DDF	strike	156	178	abstract	neurofibrillary tangles	anatomical location
35010895	distant	52	78	abstract	neurodegenerative disorders	DDF	target	101	107	abstract	elderly	human
35010895	distant	149	150	abstract	Aβ	chemical	influence	200	230	abstract	cognitive and memory impairment	DDF
35010895	distant	339	348	abstract	Probiotics	dietary supplement	influence	412	428	abstract	cognitive decline	DDF
35010895	distant	530	546	abstract	bacterial strains	bacteria	influence	583	584	abstract	AD	DDF
35010895	distant	605	614	abstract	probiotics	dietary supplement	influence	629	648	abstract	inflammatory process	DDF
35010895	distant	605	614	abstract	probiotics	dietary supplement	influence	667	682	abstract	oxidative stress	DDF
35010895	distant	605	614	abstract	probiotics	dietary supplement	impact	696	709	abstract	gut microbiota	microbiome
35010895	distant	836	844	abstract	bacterial	bacteria	influence	850	851	abstract	AD	DDF
35010895	distant	885	894	abstract	probiotics	dietary supplement	influence	910	911	abstract	AD	DDF
35010895	distant	1522	1546	abstract	probiotic supplementation	dietary supplement	influence	1552	1553	abstract	AD	DDF


35931825	distant	16	29	title	gut microbiota	microbiome	is linked to	34	51	title	multiple sclerosis	DDF
35931825	distant	125	138	abstract	gut microbiota	microbiome	located in	106	108	abstract	gut	anatomical location
35931825	distant	385	402	abstract	multiple sclerosis	DDF	is a	349	374	abstract	neuroinflammatory diseases	DDF
35931825	distant	405	406	abstract	MS	DDF	is a	349	374	abstract	neuroinflammatory diseases	DDF
35931825	distant	555	568	abstract	gut microbiota	microbiome	located in	640	642	abstract	gut	anatomical location
35931825	distant	827	840	abstract	gut microbiota	microbiome	is linked to	910	911	abstract	MS	DDF
35931825	distant	986	999	abstract	gut microbiota	microbiome	is linked to	1028	1061	abstract	disease-related immune dysfunction	DDF


33169684	distant	24	48	title	gut microbial composition	microbiome	is linked to	81	99	title	Alzheimer's disease	DDF
33169684	distant	55	76	title	probiotic intervention	dietary supplement	influence	81	99	title	Alzheimer's disease	DDF
33169684	distant	0	13	abstract	Gut microbiota	microbiome	located in	91	112	abstract	gastrointestinal tract	anatomical location
33169684	distant	443	466	abstract	gut microbial population	microbiome	is linked to	493	521	abstract	gastrointestinal disturbances	DDF
33169684	distant	443	466	abstract	gut microbial population	microbiome	is linked to	539	576	abstract	central nervous system (CNS) disorders	DDF
33169684	distant	586	593	abstract	dementia	DDF	is a	539	576	abstract	central nervous system (CNS) disorders	DDF
33169684	distant	596	614	abstract	Alzheimer's disease	DDF	is a	648	655	abstract	dementia	DDF
33169684	distant	596	614	abstract	Alzheimer's disease	DDF	target	671	682	abstract	older person	human
33169684	distant	596	614	abstract	Alzheimer's disease	DDF	interact	702	726	abstract	beta-amyloid (Aβ) plaques	chemical
33169684	distant	596	614	abstract	Alzheimer's disease	DDF	affect	771	787	abstract	cognitive deficit	DDF
33169684	distant	596	614	abstract	Alzheimer's disease	DDF	affect	793	809	abstract	memory impairment	DDF
33169684	distant	617	618	abstract	AD	DDF	interact	702	726	abstract	beta-amyloid (Aβ) plaques	chemical
33169684	distant	617	618	abstract	AD	DDF	affect	771	787	abstract	cognitive deficit	DDF
33169684	distant	617	618	abstract	AD	DDF	affect	793	809	abstract	memory impairment	DDF
33169684	distant	648	655	abstract	dementia	DDF	target	671	682	abstract	older person	human
33169684	distant	876	889	abstract	gut microbiota	microbiome	is linked to	918	926	abstract	dysbiosis	DDF
33169684	distant	978	1000	abstract	Gut microbial dysbiosis	DDF	interact	1028	1034	abstract	amyloid	chemical
33169684	distant	978	1000	abstract	Gut microbial dysbiosis	DDF	interact	1040	1058	abstract	lipopolysaccharides	chemical
33169684	distant	978	1000	abstract	Gut microbial dysbiosis	DDF	interact	1061	1063	abstract	LPS	chemical
33169684	distant	1028	1034	abstract	amyloid	chemical	located in	1120	1138	abstract	blood-brain barrier	anatomical location
33169684	distant	1040	1058	abstract	lipopolysaccharides	chemical	located in	1120	1138	abstract	blood-brain barrier	anatomical location
33169684	distant	1040	1058	abstract	lipopolysaccharides	chemical	influence	1266	1279	abstract	neuronal death	DDF
33169684	distant	1204	1220	abstract	neuroinflammation	DDF	affect	1284	1285	abstract	AD	DDF
33169684	distant	1223	1237	abstract	neuronal injury	DDF	affect	1284	1285	abstract	AD	DDF
33169684	distant	1266	1279	abstract	neuronal death	DDF	affect	1284	1285	abstract	AD	DDF
33169684	distant	1342	1351	abstract	Aβ peptide	chemical	impact	1390	1408	abstract	pathogenic microbes	bacteria
33169684	distant	1485	1494	abstract	Aβ peptide	chemical	interact	1541	1550	abstract	Aβ peptide	chemical
33169684	distant	1728	1736	abstract	dysbiosis	DDF	affect	1773	1774	abstract	AD	DDF
33169684	distant	1990	2003	abstract	gut microbiota	microbiome	is linked to	2027	2028	abstract	AD	DDF
33169684	distant	2070	2083	abstract	gut microbiota	microbiome	is linked to	2027	2028	abstract	AD	DDF
33169684	distant	2153	2183	abstract	probiotic-based supplementation	dietary supplement	influence	2207	2208	abstract	AD	DDF


36835459	distant	0	13	title	Gut Microbiota	microbiome	is linked to	19	37	title	Alzheimer's Disease	DDF
36835459	distant	0	13	abstract	Gut microbiota	microbiome	located in	47	68	abstract	gastrointestinal tract	anatomical location
36835459	distant	0	13	abstract	Gut microbiota	microbiome	located in	169	171	abstract	gut	anatomical location
36835459	distant	16	17	abstract	GM	microbiome	located in	47	68	abstract	gastrointestinal tract	anatomical location
36835459	distant	188	201	abstract	GM disturbance	DDF	affect	248	269	abstract	neurological disorders	DDF


33246175	distant	585	598	abstract	gut microbiota	microbiome	is linked to	608	633	abstract	neurodegenerative diseases	DDF
33246175	distant	585	598	abstract	gut microbiota	microbiome	is linked to	646	664	abstract	Alzheimer's disease	DDF
33246175	distant	585	598	abstract	gut microbiota	microbiome	is linked to	667	668	abstract	AD	DDF
33246175	distant	646	664	abstract	Alzheimer's disease	DDF	is a	608	633	abstract	neurodegenerative diseases	DDF
33246175	distant	667	668	abstract	AD	DDF	is a	608	633	abstract	neurodegenerative diseases	DDF
33246175	distant	740	749	abstract	Firmicutes	bacteria	part of	714	727	abstract	gut microbiota	microbiome
33246175	distant	752	764	abstract	Bacteroidetes	bacteria	part of	714	727	abstract	gut microbiota	microbiome
33246175	distant	1064	1073	abstract	microbiota	microbiome	is linked to	1157	1158	abstract	AD	DDF
33246175	distant	1064	1073	abstract	microbiota	microbiome	is linked to	1204	1205	abstract	AD	DDF


37793482	distant	16	38	title	gut and oral microbiota	microbiome	is linked to	43	69	title	neuroinflammatory responses	DDF
37793482	distant	130	138	abstract	dysbiosis	DDF	affect	151	176	abstract	gastrointestinal disorders	DDF
37793482	distant	130	138	abstract	dysbiosis	DDF	affect	179	206	abstract	systemic inflammatory states	DDF
37793482	distant	130	138	abstract	dysbiosis	DDF	affect	212	227	abstract	oxidative stress	DDF
37793482	distant	296	314	abstract	Alzheimer's disease	DDF	is a	366	373	abstract	dementia	DDF
37793482	distant	317	318	abstract	AD	DDF	is a	366	373	abstract	dementia	DDF
37793482	distant	505	527	abstract	gut and oral microbiota	microbiome	is linked to	536	552	abstract	neuroinflammation	DDF
37793482	distant	505	527	abstract	gut and oral microbiota	microbiome	is linked to	604	623	abstract	cognitive impairment	DDF
37793482	distant	768	787	abstract	intestinal dysbiosis	DDF	target	792	802	abstract	AD patients	human
37793482	distant	943	972	abstract	microbiota-derived metabolites	chemical	influence	1032	1048	abstract	neuroinflammation	DDF
37793482	distant	943	972	abstract	microbiota-derived metabolites	chemical	influence	1054	1066	abstract	neuronal loss	DDF
37793482	distant	981	988	abstract	bacteria	bacteria	influence	1054	1066	abstract	neuronal loss	DDF
37793482	distant	981	988	abstract	bacteria	bacteria	influence	1089	1108	abstract	cognitive impairment	DDF
37793482	distant	1032	1048	abstract	neuroinflammation	DDF	affect	1128	1129	abstract	AD	DDF
37793482	distant	1089	1108	abstract	cognitive impairment	DDF	affect	1128	1129	abstract	AD	DDF
37793482	distant	1178	1201	abstract	Porphyromonas gingivalis	bacteria	influence	1226	1242	abstract	neuroinflammation	DDF
37793482	distant	1178	1201	abstract	Porphyromonas gingivalis	bacteria	interact	1248	1267	abstract	beta-amyloid peptide	chemical


36175166	distant	0	40	title	Periodontitis-related salivary microbiota	microbiome	is linked to	53	71	title	Alzheimer's disease	DDF
36175166	distant	180	200	abstract	periodontal pathogens	bacteria	influence	282	300	abstract	Alzheimer's disease	DDF
36175166	distant	180	200	abstract	periodontal pathogens	bacteria	influence	303	304	abstract	AD	DDF
36175166	distant	217	238	abstract	inflammatory responses	DDF	affect	282	300	abstract	Alzheimer's disease	DDF
36175166	distant	217	238	abstract	inflammatory responses	DDF	affect	303	304	abstract	AD	DDF
36175166	distant	574	614	abstract	periodontitis-related salivary microbiota	microbiome	is linked to	619	620	abstract	AD	DDF
36175166	distant	766	778	abstract	periodontitis	DDF	target	752	759	abstract	patients	human
36175166	distant	809	827	abstract	salivary microbiota	microbiome	located in	846	853	abstract	PAP mice	animal
36175166	distant	892	932	abstract	periodontitis-related salivary microbiota	microbiome	located in	937	944	abstract	PAP mice	animal
36175166	distant	1050	1071	abstract	AD-related pathologies	DDF	affect	1094	1116	abstract	gut microbial dysbiosis	DDF
36175166	distant	1050	1071	abstract	AD-related pathologies	DDF	affect	1119	1155	abstract	intestinal pro-inflammatory responses	DDF
36175166	distant	1050	1071	abstract	AD-related pathologies	DDF	affect	1158	1186	abstract	intestinal barrier impairment	DDF
36175166	distant	1050	1071	abstract	AD-related pathologies	DDF	affect	1220	1240	abstract	systemic inflammation	DDF


39321881	distant	505	516	abstract	GM dysbiosis	DDF	affect	569	590	abstract	neurological disorders	DDF
39321881	distant	538	539	abstract	GM	microbiome	is linked to	505	516	abstract	GM dysbiosis	DDF
39321881	distant	538	539	abstract	GM	microbiome	is linked to	569	590	abstract	neurological disorders	DDF
39321881	distant	538	539	abstract	GM	microbiome	is linked to	603	609	abstract	anxiety	DDF
39321881	distant	538	539	abstract	GM	microbiome	is linked to	612	621	abstract	depression	DDF
39321881	distant	538	539	abstract	GM	microbiome	is linked to	628	646	abstract	Alzheimer's disease	DDF
39321881	distant	538	539	abstract	GM	microbiome	is linked to	649	650	abstract	AD	DDF
39321881	distant	666	667	abstract	AD	DDF	affect	685	720	abstract	microglia-mediated neuroinflammation	DDF
39321881	distant	685	720	abstract	microglia-mediated neuroinflammation	DDF	affect	666	667	abstract	AD	DDF
39321881	distant	726	742	abstract	neurodegeneration	DDF	affect	666	667	abstract	AD	DDF
39321881	distant	754	755	abstract	GM	microbiome	is linked to	788	823	abstract	microglia-mediated neuroinflammation	DDF
39321881	distant	754	755	abstract	GM	microbiome	is linked to	829	845	abstract	neurodegeneration	DDF
39321881	distant	932	933	abstract	GM	microbiome	is linked to	949	984	abstract	microglia-mediated neuroinflammation	DDF
39321881	distant	932	933	abstract	GM	microbiome	is linked to	989	990	abstract	AD	DDF
39321881	distant	1059	1060	abstract	GM	microbiome	is linked to	1072	1108	abstract	microglia-dependent neuroinflammation	DDF
39321881	distant	1548	1557	abstract	prebiotics	dietary supplement	influence	1657	1673	abstract	neuroinflammation	DDF
39321881	distant	1548	1557	abstract	prebiotics	dietary supplement	influence	1679	1680	abstract	AD	DDF
39321881	distant	1560	1569	abstract	probiotics	dietary supplement	influence	1657	1673	abstract	neuroinflammation	DDF
39321881	distant	1560	1569	abstract	probiotics	dietary supplement	influence	1679	1680	abstract	AD	DDF


38495755	distant	0	13	title	Gut microbiota	microbiome	is linked to	38	56	title	Alzheimer's disease	DDF
38495755	distant	23	33	title	metabolites	chemical	influence	38	56	title	Alzheimer's disease	DDF
38495755	distant	55	94	abstract	altered microbial diversity and function	DDF	affect	219	237	abstract	Alzheimer's disease	DDF
38495755	distant	55	94	abstract	altered microbial diversity and function	DDF	affect	240	241	abstract	AD	DDF
38495755	distant	122	141	abstract	ecological disorders	DDF	affect	219	237	abstract	Alzheimer's disease	DDF
38495755	distant	122	141	abstract	ecological disorders	DDF	affect	240	241	abstract	AD	DDF
38495755	distant	249	264	abstract	dysregulation of	DDF	affect	328	329	abstract	AD	DDF
38495755	distant	437	457	abstract	ecological imbalances	DDF	affect	463	464	abstract	AD	DDF
38495755	distant	524	533	abstract	microbiota	microbiome	is linked to	463	464	abstract	AD	DDF
38495755	distant	579	588	abstract	prebiotics	dietary supplement	influence	725	726	abstract	AD	DDF
38495755	distant	591	600	abstract	probiotics	dietary supplement	influence	725	726	abstract	AD	DDF
38495755	distant	603	612	abstract	synbiotics	dietary supplement	influence	725	726	abstract	AD	DDF
38495755	distant	796	811	abstract	intestinal flora	microbiome	is linked to	817	818	abstract	AD	DDF


38337696	distant	12	15	title	Diet	food	influence	39	57	title	Alzheimer's Disease	DDF
38337696	distant	21	34	title	Gut Microbiota	microbiome	is linked to	39	57	title	Alzheimer's Disease	DDF
38337696	distant	103	114	abstract	amyloid-beta	chemical	influence	0	18	abstract	Alzheimer's disease	DDF
38337696	distant	117	118	abstract	Aβ	chemical	influence	0	18	abstract	Alzheimer's disease	DDF
38337696	distant	177	195	abstract	Alzheimer's disease	DDF	target	221	231	abstract	individuals	human
38337696	distant	198	199	abstract	AD	DDF	target	221	231	abstract	individuals	human
38337696	distant	502	514	abstract	gut dysbiosis	DDF	interact	539	540	abstract	Aβ	chemical
38337696	distant	598	614	abstract	neuroinflammation	DDF	affect	657	658	abstract	AD	DDF
38337696	distant	620	635	abstract	oxidative stress	DDF	affect	657	658	abstract	AD	DDF
38337696	distant	1026	1035	abstract	probiotics	dietary supplement	influence	1057	1058	abstract	AD	DDF
38337696	distant	1026	1035	abstract	probiotics	dietary supplement	influence	1102	1126	abstract	mild cognitive impairment	DDF
38337696	distant	1026	1035	abstract	probiotics	dietary supplement	influence	1129	1131	abstract	MCI	DDF
38337696	distant	1026	1035	abstract	probiotics	dietary supplement	influence	1139	1140	abstract	AD	DDF
38337696	distant	1042	1051	abstract	prebiotics	dietary supplement	influence	1057	1058	abstract	AD	DDF
38337696	distant	1042	1051	abstract	prebiotics	dietary supplement	influence	1102	1126	abstract	mild cognitive impairment	DDF
38337696	distant	1042	1051	abstract	prebiotics	dietary supplement	influence	1129	1131	abstract	MCI	DDF
38337696	distant	1042	1051	abstract	prebiotics	dietary supplement	influence	1139	1140	abstract	AD	DDF


37224131	distant	0	18	abstract	Alzheimer's disease	DDF	is a	30	55	abstract	neurodegenerative disorder	DDF
37224131	distant	0	18	abstract	Alzheimer's disease	DDF	affect	69	87	abstract	gradual memory loss	DDF
37224131	distant	30	55	abstract	neurodegenerative disorder	DDF	affect	69	87	abstract	gradual memory loss	DDF
37224131	distant	1502	1512	abstract	Bacteroides	bacteria	located in	1540	1549	abstract	US cohorts	human
37224131	distant	1735	1761	abstract	Phascolarctobacterium genus	bacteria	influence	1819	1821	abstract	MCI	DDF
37224131	distant	1819	1821	abstract	MCI	DDF	change abundance	1735	1761	abstract	Phascolarctobacterium genus	bacteria


36721148	distant	4	17	title	gut microbiome	microbiome	is linked to	22	40	title	Alzheimer's disease	DDF
36721148	distant	0	18	abstract	Alzheimer's disease	DDF	affect	51	58	abstract	dementia	DDF
36721148	distant	310	331	abstract	Amyloid beta oligomers	chemical	influence	408	424	abstract	neurodegeneration	DDF
36721148	distant	310	331	abstract	Amyloid beta oligomers	chemical	influence	446	447	abstract	AD	DDF
36721148	distant	346	359	abstract	tau aggregates	chemical	influence	408	424	abstract	neurodegeneration	DDF
36721148	distant	366	382	abstract	neuroinflammation	DDF	affect	408	424	abstract	neurodegeneration	DDF
36721148	distant	366	382	abstract	neuroinflammation	DDF	affect	446	447	abstract	AD	DDF
36721148	distant	787	789	abstract	GMB	microbiome	located in	830	840	abstract	AD patients	human
36721148	distant	787	789	abstract	GMB	microbiome	located in	849	853	abstract	mouse	animal
36721148	distant	1081	1083	abstract	GMB	microbiome	is linked to	1089	1090	abstract	AD	DDF


38627829	distant	175	185	abstract	metabolites	chemical	influence	233	251	abstract	Alzheimer's disease	DDF
38627829	distant	266	279	abstract	gut microbiota	microbiome	is linked to	284	302	abstract	Alzheimer's disease	DDF
38627829	distant	430	443	abstract	gut microbiota	microbiome	is linked to	473	501	abstract	Alzheimer's disease pathology	DDF


35027502	distant	0	13	title	Gut microbiota	microbiome	located in	18	25	title	patients	human
