pmid	annotator	subject_text_span	subject_label	predicate	object_text_span	object_label
39466764	student_A	occludin	chemical	located in	mice	animal
39466764	student_A	Akkermansia muciniphila	bacteria	part of	gut microbiome	microbiome
39466764	student_A	amyloid beta accumulation	chemical	located in	mice	animal
39466764	student_A	Alzheimer's disease	DDF	target	mice	animal
39466764	student_A	Akkermansia muciniphila	bacteria	interact	DA-9601 administration	drug
39466764	student_A	Artemisia asiatica ex	drug	change effect	depression	DDF
39466764	student_A	Artemisia asiatica ex	drug	interact	brain-derived neurotropic factor	chemical
39466764	student_A	Artemisia asiatica ex	drug	interact	DA-9601	drug
39466764	student_A	Artemisia asiatica ex	drug	change effect	Alzheimer's disease	DDF
39466764	student_A	gut microbiome	microbiome	is linked to	neurological disorders	DDF
39466764	student_A	DA-9601	drug	change effect	AD pathology	DDF
39466764	student_A	DA-9601	drug	change effect	Alzheimer's disease	DDF
39466764	student_A	Akkermansia muciniphila	bacteria	interact	Artemisia asiatica ex	drug
39466764	student_A	DA-9601	drug	change effect	AD	DDF
39466764	student_A	AD	DDF	is a	Alzheimer's disease	DDF
39466764	student_A	claudin-5	chemical	located in	mice	animal
39466764	student_A	DA-9601	drug	administered	mice	animal
39466764	student_A	Artemisia asiatica ex	drug	interact	Artemisia asiatica Nakai	drug
39466764	student_A	Iba-1	chemical	located in	mice	animal
39466764	student_A	AD	DDF	target	Tg2576 mice	animal
39466764	student_A	DA-9601	drug	impact	Akkermansia muciniphila	bacteria


38490542	student_A	lactoferrin	chemical	influence	ulcerative enteritis	DDF
38490542	student_A	LF	chemical	influence	ulcerative colitis	DDF
38490542	student_A	UC	DDF	is a	ulcerative colitis	DDF
38490542	student_A	intestinal microbiota	microbiome	located in	AD mice	animal
38490542	student_A	UC	DDF	target	AD mice	animal
38490542	student_A	AD susceptibility	DDF	affect	UC	DDF
38490542	student_A	LF	chemical	impact	gut microbiota	microbiome
38490542	student_A	gut microbiota	microbiome	located in	AD mice	animal
38490542	student_A	LF	chemical	influence	diseases	DDF
38490542	student_A	lactoferrin	chemical	influence	ulcerative colitis	DDF
38490542	student_A	LF	chemical	impact	intestinal microbiota	microbiome
38490542	student_A	UC	DDF	change abundance	gut microbiota	microbiome
38490542	student_A	AD	DDF	affect	UC	DDF
38490542	student_A	LF	chemical	interact	LF	chemical
38490542	student_A	intestinal microbiota	microbiome	used by	16s RNA full-length sequencing	biomedical technique
38490542	student_A	LF	chemical	influence	UC	DDF
38490542	student_A	lactoferrin	chemical	influence	UC	DDF
38490542	student_A	AD	DDF	is a	Alzheimer's disease	DDF
38490542	student_A	LF	chemical	influence	AD	DDF
38490542	student_A	AD	DDF	affect	ulcerative colitis	DDF
38490542	student_A	lactoferrin	chemical	influence	AD	DDF
38490542	student_A	LF	chemical	influence	UC injury	DDF


32741809	student_A	SCFA concentrations	chemical	located in	HSD-fed mice	animal
32741809	student_A	apoptosis	DDF	target	mice	animal
32741809	student_A	sodium-rich chow	food	administered	CON	animal
32741809	student_A	cognitive dysfunction	DDF	target	mice	animal
32741809	student_A	NaCl	dietary supplement	administered	CON	animal
32741809	student_A	Lachnospiraceae	bacteria	located in	mice	animal
32741809	student_A	gut dysbiosis	DDF	interact	SCFA production	chemical
32741809	student_A	Excessive salt intake	dietary supplement	influence	imbalanced intestinal homeostasis	DDF
32741809	student_A	apoptosis	DDF	strike	hippocampus region	anatomical location
32741809	student_A	High Salt	food	impact	Alternations in the Gut Microbiota	microbiome
32741809	student_A	normal chow	food	administered	control group	animal
32741809	student_A	Alloprevotella	bacteria	located in	mice	animal
32741809	student_A	cortex	anatomical location	located in	mice	animal
32741809	student_A	impaired learning and memory abilities	DDF	target	mice	animal
32741809	student_A	brain	anatomical location	located in	mice	animal
32741809	student_A	microglial activation	DDF	strike	mouse brain	anatomical location
32741809	student_A	sodium-rich chow	food	administered	control group	animal
32741809	student_A	Ruminococcaceae	bacteria	located in	mice	animal
32741809	student_A	NaCl	dietary supplement	administered	control group	animal
32741809	student_A	normal chow	food	administered	Adult female C57BL/6 mice	animal
32741809	student_A	Excessive salt intake	dietary supplement	influence	cognitive impairment	DDF
32741809	student_A	propionate	chemical	part of	SCFA concentrations	chemical
32741809	student_A	sodium-rich chow	food	administered	Adult female C57BL/6 mice	animal
32741809	student_A	apoptosis	DDF	strike	cortex	anatomical location
32741809	student_A	IL-1β	chemical	located in	cortex	anatomical location
32741809	student_A	dietary salt	food	impact	gut microbiota	microbiome
32741809	student_A	butyrate	chemical	part of	SCFA concentrations	chemical
32741809	student_A	NaCl	dietary supplement	administered	Adult female C57BL/6 mice	animal
32741809	student_A	High Salt	food	influence	Cognitive Dysfunction	DDF
32741809	student_A	acetate	chemical	located in	HSD-fed mice	animal
32741809	student_A	propionate	chemical	located in	HSD-fed mice	animal
32741809	student_A	butyrate	chemical	located in	HSD-fed mice	animal
32741809	student_A	BBB dysfunction	DDF	strike	mouse brain	anatomical location
32741809	student_A	acetate	chemical	part of	SCFA concentrations	chemical
32741809	student_A	normal chow	food	administered	CON	animal
32741809	student_A	hippocampus region	anatomical location	located in	mice	animal
32741809	student_A	TNF-α	chemical	located in	cortex	anatomical location
32741809	student_A	Firmicutes	bacteria	located in	mice	animal
32741809	student_A	IL-6	chemical	located in	cortex	anatomical location
32741809	student_A	Bacteroidetes	bacteria	located in	mice	animal
32741809	student_A	High Salt	food	influence	Brain Inflammation	DDF
32741809	student_A	apoptosis	DDF	strike	brain	anatomical location
32741809	student_A	Proteobacteria	bacteria	located in	mice	animal
32741809	student_A	S24-7	bacteria	located in	mice	animal


39609876	student_A	DEMs	chemical	interact	Aminoacyl-tRNA biosynthesis	chemical
39609876	student_A	gut microflora	microbiome	located in	subjects	human
39609876	student_A	DEMs	chemical	interact	Glycine	chemical
39609876	student_A	DEMs	chemical	interact	Serine and threonine metabolism	chemical
39609876	student_A	DEMs	chemical	interact	Biosynthesis of unsaturated fatty acids	chemical
39609876	student_A	g_Escherichia-Shigella	bacteria	located in	normal group	human
39609876	student_A	subjects	human	used by	Transcriptome	biomedical technique
39609876	student_A	subjects	human	used by	16 S rDNA sequencing	biomedical technique
39609876	student_A	subjects	human	used by	untargeted metabolome	biomedical technique
39609876	student_A	p_Firmicutes	bacteria	located in	obese group	human
39609876	student_A	DEMs	chemical	interact	Valine leucine	chemical
39609876	student_A	lauric acid	chemical	influence	obesity	DDF
39609876	student_A	DEMs	chemical	interact	isoleucine biosynthesis	chemical


28614379	student_A	probiotics	dietary supplement	impact	gut bacteria	microbiome
28614379	student_A	anxiety	DDF	target	individuals	human
28614379	student_A	depression	DDF	target	non-clinical population	human
28614379	student_A	anxiety	DDF	target	non-clinical population	human
28614379	student_A	IBS	DDF	target	individuals	human
28614379	student_A	prebiotics	dietary supplement	impact	gut bacteria	microbiome
28614379	student_A	Alzheimer's disease	DDF	target	individuals	human
28614379	student_A	depression	DDF	target	individuals	human
28614379	student_A	gut bacteria	microbiome	located in	non-clinical population	human


34478848	student_A	obesity	DDF	affect	AD	DDF
34478848	student_A	IL-6	chemical	located in	TgAPP	animal
34478848	student_A	TNFα	chemical	located in	female TgAPP	animal
34478848	student_A	hippocampus	anatomical location	located in	male and female WT mice	animal
34478848	student_A	IL-12β	chemical	located in	female TgAPP	animal
34478848	student_A	gut microbiota	microbiome	located in	gut	anatomical location
34478848	student_A	gut microbiota	microbiome	used by	High-fat diet	biomedical technique
34478848	student_A	male and female or WT and TgAPP mice	animal	used by	open-field test	biomedical technique
34478848	student_A	IL-6	chemical	located in	female TgAPP	animal
34478848	student_A	female WT mice	animal	used by	HFD	biomedical technique
34478848	student_A	gut microbiota composition	microbiome	located in	wild type (WT) and TgAPP mice	animal
34478848	student_A	immobility	DDF	target	female WT mice	animal
34478848	student_A	wild type (WT) and TgAPP mice	animal	used by	HFD	biomedical technique
34478848	student_A	IL-1β	chemical	located in	male mice	animal
34478848	student_A	hippocampus	anatomical location	located in	wild type (WT) and TgAPP mice	animal
34478848	student_A	gut microbiota	microbiome	located in	Tg APP mice	animal
34478848	student_A	female TgAPP mice	animal	used by	HFD	biomedical technique
34478848	student_A	IFNγ	chemical	located in	WT mice	animal
34478848	student_A	anxiogenic symptoms	DDF	change abundance	alterations in gut microbiota	microbiome
34478848	student_A	anxiety	DDF	is a	mental disorders	DDF
34478848	student_A	AD	DDF	target	male and female mice	animal
34478848	student_A	inflammation	DDF	affect	AD	DDF
34478848	student_A	male and female or WT and TgAPP mice	animal	used by	low-fat diet	biomedical technique
34478848	student_A	male and female or WT and TgAPP mice	animal	used by	LFD	biomedical technique
34478848	student_A	male and female mice	animal	used by	HFD	biomedical technique
34478848	student_A	WT mice	animal	used by	LFD	biomedical technique
34478848	student_A	gut microbiota	microbiome	used by	HFD	biomedical technique
34478848	student_A	alterations in gut microbiota	microbiome	used by	HFD	biomedical technique
34478848	student_A	immobility	DDF	target	female TgAPP mice	animal
34478848	student_A	AD	DDF	is a	Alzheimer's disease	DDF
34478848	student_A	gut microbiota composition	microbiome	located in	male and female mice	animal
34478848	student_A	hippocampus	anatomical location	located in	TgAPP mice	animal
34478848	student_A	hippocampus	anatomical location	located in	male and female mice	animal
34478848	student_A	dysbiosis	DDF	change abundance	gut microbiota	microbiome
34478848	student_A	female TgAPP	animal	used by	HFD	biomedical technique
34478848	student_A	obesity	DDF	affect	Alzheimer's disease	DDF
34478848	student_A	IL-6	chemical	located in	WT mice	animal
34478848	student_A	WT	bacteria	located in	male mice	animal
34478848	student_A	AD	DDF	target	wild type (WT) and TgAPP mice	animal
34478848	student_A	cytokines	chemical	located in	WT mice	animal
34478848	student_A	male mice	animal	used by	HFD	biomedical technique


31597644	student_A	alterations	DDF	target	SOD1<sup>G93A</sup> animals	animal
31597644	student_A	immune cell expansion and activation	anatomical location	located in	SOD1<sup>G93A</sup> animals	animal
31597644	student_A	gut microorganisms	microbiome	is linked to	ALS	DDF
31597644	student_A	immune system	anatomical location	located in	ALS mice	animal
31597644	student_A	intestinal flora	microbiome	is linked to	ALS	DDF
31597644	student_A	alterations	DDF	change abundance	gut microbial environment	microbiome
31597644	student_A	epigenome	microbiome	located in	ALS mice	animal
31597644	student_A	ALS	DDF	strike	immune system	anatomical location
31597644	student_A	ALS	DDF	is a	Amyotrophic lateral sclerosis	DDF
31597644	student_A	gut microbiome	microbiome	is linked to	ALS development	DDF
31597644	student_A	ALS	DDF	strike	immune cell populations	anatomical location
31597644	student_A	motor dysfunction	DDF	target	SOD1<sup>G93A</sup> animals	animal
31597644	student_A	ALS	DDF	is a	terminal neurodegenerative disease	DDF
31597644	student_A	Amyotrophic lateral sclerosis	DDF	is a	terminal neurodegenerative disease	DDF


37346147	student_A	Flavonifractor	bacteria	located in	MCIs	human
37346147	student_A	Ruminococcus	bacteria	located in	MCI patients	human
37346147	student_A	MCI	DDF	target	individuals	human
37346147	student_A	MCI	DDF	is a	mild cognitive impairment	DDF
37346147	student_A	Oxalobacter	bacteria	located in	MCI patients	human
37346147	student_A	mild cognitive impairment	DDF	target	older adults	human
37346147	student_A	Butyricimonas	bacteria	located in	MCI patients	human
37346147	student_A	Altered gut microbiota	microbiome	located in	older adults	human
37346147	student_A	Gut microbiota alterations	microbiome	is linked to	mild cognitive impairment	DDF
37346147	student_A	Gut microbiota alterations	microbiome	is linked to	MCI	DDF
37346147	student_A	gut microbiota	microbiome	is linked to	neurodegenerative process	DDF


36928985	student_A	HLL	bacteria	influence	AD pathologies	DDF
36928985	student_A	neuroinflammation	DDF	strike	hippocampus	anatomical location
36928985	student_A	MDA	chemical	located in	brain	anatomical location
36928985	student_A	Alzheimer's disease	DDF	is a	neurodegenerative disease	DDF
36928985	student_A	Aβ plaques	chemical	located in	hippocampus	anatomical location
36928985	student_A	Aβ deposits	DDF	target	APP/PS1 mice	animal
36928985	student_A	IL-6	chemical	located in	brain	anatomical location
36928985	student_A	HLL treatment	bacteria	interact	beneficial bacteria	bacteria
36928985	student_A	tau phosphorylation	DDF	strike	hippocampus	anatomical location
36928985	student_A	HLL	bacteria	located in	APP/PS1 mice	animal
36928985	student_A	Lactobacillaceae	bacteria	influence	Aβ deposits	DDF
36928985	student_A	HLL treatment	bacteria	interact	GSH-PX	chemical
36928985	student_A	Alzheimer's disease	DDF	change abundance	GM	microbiome
36928985	student_A	HLL treatment	bacteria	interact	MDA	chemical
36928985	student_A	Lactobacillaceae	bacteria	influence	cognitive dysfunction	DDF
36928985	student_A	AD	DDF	change abundance	alteration of the gut microbiota	microbiome
36928985	student_A	HLL treatment	bacteria	interact	pathogenic bacteria	bacteria
36928985	student_A	AD	DDF	change abundance	GM	microbiome
36928985	student_A	AD	DDF	is a	Alzheimer's disease	DDF
36928985	student_A	Alzheimer's disease	DDF	change abundance	alteration of the gut microbiota	microbiome
36928985	student_A	AD	DDF	is a	neurodegenerative disease	DDF
36928985	student_A	neuroinflammation	DDF	target	APP/PS1 mice	animal
36928985	student_A	Lactobacillaceae	bacteria	influence	neuroinflammation	DDF
36928985	student_A	HLL	bacteria	located in	mice	animal
36928985	student_A	HLL treatment	bacteria	interact	IL-6	chemical
36928985	student_A	human Lactobacillaceae	bacteria	located in	APP/PS1 mice	animal


38330236	student_A	immune cells	anatomical location	located in	Aβ<sub>25-35</sub>-induced mice	animal
38330236	student_A	Fut	chemical	located in	hippocampus	anatomical location
38330236	student_A	Fut	chemical	influence	AD	DDF
38330236	student_A	Fut	chemical	part of	Piper kadsura	chemical
38330236	student_A	Fut	chemical	interact	Aβ and Tau proteins	chemical
38330236	student_A	Fut	chemical	located in	mice brain	anatomical location
38330236	student_A	apoptosis	DDF	target	Aβ<sub>25-35</sub>-induced mice	animal
38330236	student_A	Fut	chemical	influence	Aβ<sub>25-35</sub>-induced memory impairment	DDF
38330236	student_A	Aβ<sub>25-35</sub>-induced memory impairment	DDF	target	mice	animal
38330236	student_A	Fut action	chemical	interact	glucose	chemical
38330236	student_A	glucose	chemical	interact	Fut intervention	chemical
38330236	student_A	Aβ<sub>1-40</sub>	chemical	located in	Aβ<sub>25-35</sub>-induced mice	animal
38330236	student_A	Fut	chemical	located in	Aβ<sub>25-35</sub> mice	animal
38330236	student_A	inflammatory factors	DDF	target	Aβ<sub>25-35</sub>-induced mice	animal
38330236	student_A	Fut	chemical	influence	mitochondrial damage	DDF
38330236	student_A	Futoquinol	chemical	influence	Aβ<sub>25-35</sub>-induced memory impairment	DDF
38330236	student_A	Fut intervention	chemical	influence	AD	DDF
38330236	student_A	Futoquinol	chemical	part of	Piper kadsura	chemical
38330236	student_A	oxidative stress	DDF	target	Aβ<sub>25-35</sub>-induced mice	animal
38330236	student_A	Futoquinol	chemical	interact	p38MAPK	chemical
38330236	student_A	Futoquinol	chemical	impact	gut microbiota	microbiome
38330236	student_A	p-Tau	chemical	located in	Aβ<sub>25-35</sub>-induced mice	animal
38330236	student_A	Fut	chemical	influence	inflammatory factors	DDF
38330236	student_A	Fut	chemical	interact	HK II	chemical
38330236	student_A	neuronal and mitochondria damage	DDF	target	Aβ<sub>25-35</sub>-induced mice	animal
38330236	student_A	Fut	chemical	interact	p-p38MAPK proteins	chemical
38330236	student_A	AD	DDF	is a	Alzheimer's disease	DDF
38330236	student_A	Fut	chemical	interact	p38MAPK	chemical
38330236	student_A	Fut	chemical	influence	apoptosis	DDF
38330236	student_A	Fut	chemical	influence	Alzheimer's disease	DDF
38330236	student_A	Fut	chemical	influence	neuronal damage	DDF
38330236	student_A	Aβ<sub>1-42</sub>	chemical	located in	Aβ<sub>25-35</sub>-induced mice	animal
38330236	student_A	Fut	chemical	influence	oxidative stress	DDF


32969239	student_A	cortisol's effect	chemical	part of	hippocampal mineralocorticoid receptor expression	chemical
32969239	student_A	faster cognitive decline	DDF	target	Elderly	human
32969239	student_A	Stress responses	DDF	affect	chronic activation	DDF
32969239	student_A	gut microbiome	microbiome	is linked to	Stress	DDF
32969239	student_A	hippocampal mineralocorticoid receptor expression	chemical	located in	mice	animal
32969239	student_A	cortisol's effect	chemical	located in	brain	anatomical location
32969239	student_A	stress	DDF	target	Patients	human
32969239	student_A	stress	DDF	target	Elderly	human
32969239	student_A	decreased global cognition	DDF	target	Elderly	human
32969239	student_A	Alzheimer's disease	DDF	target	Elderly	human
32969239	student_A	Stress	DDF	affect	neurodegeneration	DDF
32969239	student_A	glucocorticoid receptor/mineralocorticoid receptor expression	chemical	located in	Chronic hypothalamic-pituitary-adrenal axis	anatomical location
32969239	student_A	glucocorticoids	chemical	located in	Chronic hypothalamic-pituitary-adrenal axis	anatomical location
32969239	student_A	mild cognitive impairment	DDF	target	Patients	human
32969239	student_A	gut microbiome	microbiome	is linked to	neurodegeneration	DDF


34366841	student_A	insulin resistance	DDF	affect	metabolic syndrome	DDF
34366841	student_A	insulin sensitizer	drug	change effect	AD	DDF
34366841	student_A	PFT	drug	interact	hyperphosphorylated tau	chemical
34366841	student_A	PFT	drug	interact	hippocampal Ach levels	chemical
34366841	student_A	PFT	drug	change effect	inflammation	DDF
34366841	student_A	neurodegenerative disorder	DDF	affect	cognitive dysfunction	DDF
34366841	student_A	alteration in the gut microbiome	microbiome	is linked to	insulin resistance	DDF
34366841	student_A	pioglitazone	drug	administered	mice	animal
34366841	student_A	Insulin/PI3K/Akt	chemical	located in	Mice	animal
34366841	student_A	PFT	drug	interact	IDE activity	chemical
