pmid	annotator	subject_start_idx	subject_end_idx	subject_location	subject_text_span	subject_label	predicate	object_start_idx	object_end_idx	object_location	object_text_span	object_label
29065369	student_A	0	28	abstract	Amyotrophic lateral sclerosis	DDF	is a	41	84	abstract	fatal neurodegenerative motor neuron disease	DDF
29065369	student_A	530	545	abstract	fecal microbiota	microbiome	located in	553	564	abstract	ALS patients	human
29065369	student_A	530	545	abstract	fecal microbiota	microbiome	located in	574	612	abstract	age- and gender-matched healthy persons	human
29065369	student_A	1244	1269	abstract	uncultured Ruminococcaceae	bacteria	located in	1082	1093	abstract	ALS patients	human
29065369	student_A	1244	1269	abstract	uncultured Ruminococcaceae	bacteria	located in	1099	1114	abstract	healthy controls	human


39224586	student_A	21	34	title	gut microbiota	microbiome	is linked to	40	57	title	multiple sclerosis	DDF


31069065	student_A	81	87	abstract	disease	DDF	strike	42	57	abstract	CNS white matter	anatomical location
31069065	student_A	93	98	abstract	injury	DDF	strike	42	57	abstract	CNS white matter	anatomical location
31069065	student_A	1581	1601	abstract	therapeutic molecules	chemical	influence	1640	1657	abstract	multiple sclerosis	DDF
31069065	student_A	1581	1601	abstract	therapeutic molecules	chemical	influence	1660	1679	abstract	motor neuron disease	DDF
31069065	student_A	1581	1601	abstract	therapeutic molecules	chemical	influence	1684	1701	abstract	spinal cord injury	DDF


28937600	student_A	4	50	title	Gut Microbial Metabolite Trimethylamine-N-Oxide	chemical	located in	66	90	title	Human Cerebrospinal Fluid	anatomical location
28937600	student_A	0	28	abstract	Trimethylamine-<i>N</i>-oxide	chemical	part of	120	134	abstract	dietary choline	chemical
28937600	student_A	0	28	abstract	Trimethylamine-<i>N</i>-oxide	chemical	part of	140	148	abstract	carnitine	chemical
28937600	student_A	31	34	abstract	TMAO	chemical	part of	120	134	abstract	dietary choline	chemical
28937600	student_A	31	34	abstract	TMAO	chemical	part of	140	148	abstract	carnitine	chemical
28937600	student_A	179	182	abstract	TMAO	chemical	influence	209	224	abstract	chronic diseases	DDF
28937600	student_A	179	182	abstract	TMAO	chemical	located in	295	316	abstract	central nervous system	anatomical location
28937600	student_A	383	386	abstract	TMAO	chemical	located in	423	447	abstract	human cerebrospinal fluid	anatomical location
28937600	student_A	383	386	abstract	TMAO	chemical	located in	450	452	abstract	CSF	anatomical location
28937600	student_A	456	458	abstract	CSF	anatomical location	located in	506	513	abstract	subjects	human
28937600	student_A	506	513	abstract	subjects	human	used by	518	532	abstract	lumbar puncture	biomedical technique
28937600	student_A	826	844	abstract	Alzheimer's disease	DDF	target	800	807	abstract	subjects	human
28937600	student_A	847	848	abstract	AD	DDF	target	800	807	abstract	subjects	human
28937600	student_A	872	894	abstract	non-AD related dementia	DDF	target	800	807	abstract	subjects	human
28937600	student_A	927	948	abstract	neurological disorders	DDF	target	800	807	abstract	subjects	human
28937600	student_A	1132	1135	abstract	TMAO	chemical	located in	1156	1164	abstract	human CSF	anatomical location
28937600	student_A	1132	1135	abstract	TMAO	chemical	located in	1246	1267	abstract	central nervous system	anatomical location


39213074	student_A	15	28	title	Gut Microbiota	microbiome	located in	33	52	title	Older Chinese Adults	human
39213074	student_A	59	78	title	Cognitive Impairment	DDF	target	33	52	title	Older Chinese Adults	human
39213074	student_A	291	310	abstract	cognitive impairment	DDF	target	334	339	abstract	cohort	human
39213074	student_A	291	310	abstract	cognitive impairment	DDF	target	344	355	abstract	older adults	human
39213074	student_A	473	484	abstract	Participants	human	used by	603	631	abstract	Mini-Mental State Examination	biomedical technique
39213074	student_A	504	523	abstract	cognitive impairment	DDF	target	473	484	abstract	Participants	human
39213074	student_A	526	527	abstract	CI	DDF	target	473	484	abstract	Participants	human
39213074	student_A	526	527	abstract	CI	DDF	is a	504	523	abstract	cognitive impairment	DDF
39213074	student_A	704	717	abstract	gut microbiota	microbiome	used by	634	651	abstract	Diversity analysis	biomedical technique
39213074	student_A	704	717	abstract	gut microbiota	microbiome	used by	657	672	abstract	network analysis	biomedical technique
39213074	student_A	1036	1050	abstract	CI participants	human	used by	1098	1105	abstract	analysis	biomedical technique
39213074	student_A	1060	1075	abstract	NCI participants	human	used by	1098	1105	abstract	analysis	biomedical technique
39213074	student_A	1343	1351	abstract	Megamonas	bacteria	influence	1434	1435	abstract	CI	DDF
39213074	student_A	1354	1360	abstract	Blautia	bacteria	influence	1434	1435	abstract	CI	DDF
39213074	student_A	1363	1373	abstract	Pseudomonas	bacteria	influence	1434	1435	abstract	CI	DDF
39213074	student_A	1376	1391	abstract	Stenotrophomonas	bacteria	influence	1434	1435	abstract	CI	DDF
39213074	student_A	1398	1408	abstract	Veillonella	bacteria	influence	1434	1435	abstract	CI	DDF
39213074	student_A	1631	1655	abstract	beneficial gut microbiota	microbiome	located in	1660	1679	abstract	older Chinese adults	human
39213074	student_A	1686	1705	abstract	cognitive impairment	DDF	target	1660	1679	abstract	older Chinese adults	human


37711026	student_A	24	37	title	gut microbiome	microbiome	located in	42	81	title	early-stage Parkinson's disease patients	human
37711026	student_A	18	36	abstract	Parkinson's disease	DDF	target	91	108	abstract	elderly population	human
37711026	student_A	39	40	abstract	PD	DDF	is a	18	36	abstract	Parkinson's disease	DDF
37711026	student_A	39	40	abstract	PD	DDF	target	91	108	abstract	elderly population	human
37711026	student_A	111	112	abstract	PD	DDF	change abundance	164	189	abstract	gut microbiome composition	microbiome
37711026	student_A	1110	1119	abstract	PD patient	human	used by	1009	1023	abstract	chi-square test	biomedical technique
37711026	student_A	1125	1138	abstract	control groups	human	used by	1009	1023	abstract	chi-square test	biomedical technique
37711026	student_A	1318	1331	abstract	gut microbiome	microbiome	located in	1350	1360	abstract	PD patients	human
37711026	student_A	1318	1331	abstract	gut microbiome	microbiome	located in	1366	1373	abstract	controls	human
37711026	student_A	1379	1391	abstract	Lactobacillus	bacteria	located in	1452	1462	abstract	PD patients	human
37711026	student_A	1404	1418	abstract	Bifidobacterium	bacteria	located in	1452	1462	abstract	PD patients	human
37711026	student_A	1468	1482	abstract	Prevotella VZCB	bacteria	located in	1544	1551	abstract	controls	human
37711026	student_A	1501	1516	abstract	Faecalibacterium	bacteria	located in	1544	1551	abstract	controls	human


34864433	student_A	50	76	title	normocaloric ketogenic diet	food	administered	81	86	title	people	human
34864433	student_A	93	121	title	amyotrophic lateral sclerosis	DDF	target	81	86	title	people	human
34864433	student_A	53	79	abstract	normocaloric ketogenic diet	food	administered	89	94	abstract	people	human
34864433	student_A	53	79	abstract	normocaloric ketogenic diet	food	influence	190	206	abstract	neuroinflammation	DDF
34864433	student_A	82	83	abstract	KD	food	administered	89	94	abstract	people	human
34864433	student_A	82	83	abstract	KD	food	influence	190	206	abstract	neuroinflammation	DDF
34864433	student_A	101	129	abstract	amyotrophic lateral sclerosis	DDF	target	89	94	abstract	people	human
34864433	student_A	132	134	abstract	ALS	DDF	target	89	94	abstract	people	human
34864433	student_A	132	134	abstract	ALS	DDF	is a	101	129	abstract	amyotrophic lateral sclerosis	DDF
34864433	student_A	294	296	abstract	ALS	DDF	target	265	267	abstract	men	human
34864433	student_A	294	296	abstract	ALS	DDF	target	273	277	abstract	women	human
34864433	student_A	377	378	abstract	KD	food	administered	383	388	abstract	people	human
34864433	student_A	395	397	abstract	ALS	DDF	target	383	388	abstract	people	human
34864433	student_A	685	686	abstract	KD	food	administered	656	667	abstract	participants	human
34864433	student_A	991	995	abstract	death	DDF	target	742	753	abstract	participants	human
34864433	student_A	1431	1432	abstract	KD	food	administered	1437	1442	abstract	people	human
34864433	student_A	1444	1446	abstract	ALS	DDF	target	1437	1442	abstract	people	human


39183943	student_A	133	141	abstract	dysbiosis	DDF	is a	102	130	abstract	Alterations of the microbiome	DDF
39183943	student_A	355	362	abstract	bacteria	bacteria	located in	370	379	abstract	individual	human
39183943	student_A	478	487	abstract	microbiome	microbiome	used by	424	458	abstract	fecal microbiota transplant therapy	biomedical technique
39183943	student_A	478	487	abstract	microbiome	microbiome	located in	494	511	abstract	healthy individual	human
39183943	student_A	759	766	abstract	bacteria	bacteria	influence	789	795	abstract	disease	DDF
39183943	student_A	882	899	abstract	multiple sclerosis	DDF	target	868	875	abstract	patients	human
39183943	student_A	882	899	abstract	multiple sclerosis	DDF	is a	909	933	abstract	neurodegenerative disease	DDF
39183943	student_A	902	903	abstract	MS	DDF	is a	882	899	abstract	multiple sclerosis	DDF
39183943	student_A	902	903	abstract	MS	DDF	is a	909	933	abstract	neurodegenerative disease	DDF
39183943	student_A	947	970	abstract	dysbiotic gut microbiome	microbiome	is linked to	882	899	abstract	multiple sclerosis	DDF
39183943	student_A	947	970	abstract	dysbiotic gut microbiome	microbiome	is linked to	902	903	abstract	MS	DDF
39183943	student_A	947	970	abstract	dysbiotic gut microbiome	microbiome	is linked to	909	933	abstract	neurodegenerative disease	DDF
39183943	student_A	1002	1009	abstract	bacteria	bacteria	influence	1027	1028	abstract	MS	DDF
39183943	student_A	1344	1357	abstract	gut microbiome	microbiome	is linked to	1373	1379	abstract	disease	DDF


29758946	student_A	0	13	title	Gut Microbiota	microbiome	located in	29	36	title	Patients	human
29758946	student_A	43	61	title	Alzheimer's Disease	DDF	target	29	36	title	Patients	human
29758946	student_A	100	118	abstract	Parkinson's disease	DDF	is a	64	89	abstract	neuropsychiatric disorders	DDF
29758946	student_A	121	149	abstract	amyotrophic lateral sclerosis	DDF	is a	64	89	abstract	neuropsychiatric disorders	DDF
29758946	student_A	156	165	abstract	depression	DDF	is a	64	89	abstract	neuropsychiatric disorders	DDF
29758946	student_A	218	231	abstract	gut microbiota	microbiome	located in	247	254	abstract	patients	human
29758946	student_A	261	279	abstract	Alzheimer's disease	DDF	target	247	254	abstract	patients	human
29758946	student_A	282	283	abstract	AD	DDF	is a	261	279	abstract	Alzheimer's disease	DDF
29758946	student_A	712	722	abstract	Bacteroides	bacteria	located in	633	643	abstract	AD patients	human
29758946	student_A	725	738	abstract	Actinobacteria	bacteria	located in	633	643	abstract	AD patients	human
29758946	student_A	741	752	abstract	Ruminococcus	bacteria	located in	633	643	abstract	AD patients	human
29758946	student_A	755	769	abstract	Lachnospiraceae	bacteria	located in	633	643	abstract	AD patients	human
29758946	student_A	776	790	abstract	Selenomonadales	bacteria	located in	633	643	abstract	AD patients	human
29758946	student_A	819	832	abstract	gut microbiota	microbiome	located in	848	858	abstract	AD patients	human
29758946	student_A	819	832	abstract	gut microbiota	microbiome	is linked to	903	904	abstract	AD	DDF


38827616	student_A	359	360	abstract	AN	DDF	is a	341	356	abstract	anorexia nervosa	DDF
38827616	student_A	406	409	abstract	ADHD	DDF	is a	364	403	abstract	attention-deficit hyperactivity disorder	DDF
38827616	student_A	439	441	abstract	ASD	DDF	is a	413	436	abstract	autism spectrum disorder	DDF
38827616	student_A	463	464	abstract	BD	DDF	is a	445	460	abstract	bipolar disorder	DDF
38827616	student_A	495	497	abstract	MDD	DDF	is a	468	492	abstract	major depressive disorder	DDF
38827616	student_A	532	534	abstract	OCD	DDF	is a	501	529	abstract	obsessive-compulsive disorder	DDF
38827616	student_A	554	555	abstract	PD	DDF	is a	538	551	abstract	panic disorder	DDF
38827616	student_A	590	593	abstract	PTSD	DDF	is a	559	587	abstract	posttraumatic stress disorder	DDF
38827616	student_A	612	614	abstract	SCZ	DDF	is a	597	609	abstract	schizophrenia	DDF
38827616	student_A	641	642	abstract	TS	DDF	is a	622	638	abstract	tourette syndrome	DDF


39027090	student_A	0	25	abstract	Maternal immune activation	DDF	affect	103	124	abstract	psychiatric conditions	DDF
39027090	student_A	0	25	abstract	Maternal immune activation	DDF	affect	134	139	abstract	autism	DDF
39027090	student_A	0	25	abstract	Maternal immune activation	DDF	affect	145	157	abstract	schizophrenia	DDF
39027090	student_A	28	30	abstract	MIA	DDF	is a	0	25	abstract	Maternal immune activation	DDF
39027090	student_A	28	30	abstract	MIA	DDF	affect	103	124	abstract	psychiatric conditions	DDF
39027090	student_A	28	30	abstract	MIA	DDF	affect	134	139	abstract	autism	DDF
39027090	student_A	28	30	abstract	MIA	DDF	affect	145	157	abstract	schizophrenia	DDF
39027090	student_A	37	60	abstract	prenatal maternal stress	DDF	affect	103	124	abstract	psychiatric conditions	DDF
39027090	student_A	37	60	abstract	prenatal maternal stress	DDF	affect	134	139	abstract	autism	DDF
39027090	student_A	37	60	abstract	prenatal maternal stress	DDF	affect	145	157	abstract	schizophrenia	DDF
39027090	student_A	63	66	abstract	MatS	DDF	is a	37	60	abstract	prenatal maternal stress	DDF
39027090	student_A	63	66	abstract	MatS	DDF	affect	103	124	abstract	psychiatric conditions	DDF
39027090	student_A	63	66	abstract	MatS	DDF	affect	134	139	abstract	autism	DDF
39027090	student_A	63	66	abstract	MatS	DDF	affect	145	157	abstract	schizophrenia	DDF
39027090	student_A	134	139	abstract	autism	DDF	is a	103	124	abstract	psychiatric conditions	DDF
39027090	student_A	145	157	abstract	schizophrenia	DDF	is a	103	124	abstract	psychiatric conditions	DDF
39027090	student_A	518	525	abstract	children	human	used by	533	552	abstract	shotgun metagenomics	biomedical technique
39027090	student_A	615	620	abstract	autism	DDF	target	591	598	abstract	children	human
39027090	student_A	807	818	abstract	MIA exposure	DDF	affect	870	885	abstract	asthma/allergies	DDF
39027090	student_A	807	818	abstract	MIA exposure	DDF	affect	950	971	abstract	auto-immune conditions	DDF
39027090	student_A	807	818	abstract	MIA exposure	DDF	affect	978	995	abstract	acute inflammation	DDF
39027090	student_A	1216	1218	abstract	MIA	DDF	target	1203	1209	abstract	mothers	human
39027090	student_A	1270	1284	abstract	maternal stress	DDF	target	1246	1252	abstract	mothers	human
39027090	student_A	1457	1459	abstract	MIA	DDF	affect	1496	1498	abstract	ASD	DDF
39027090	student_A	1924	1953	abstract	Faecalibacterium prausnitzii E	bacteria	located in	1990	2001	abstract	MIA children	human
39027090	student_A	2103	2105	abstract	MIA	DDF	target	2090	2096	abstract	mothers	human
39027090	student_A	2145	2150	abstract	autism	DDF	target	2064	2071	abstract	children	human


39466764	student_A	11	31	title	Artemisia asiatica ex	drug	change effect	88	106	title	Alzheimer's disease	DDF
39466764	student_A	36	58	title	Akkermansia muciniphila	bacteria	interact	11	31	title	Artemisia asiatica ex	drug
39466764	student_A	88	106	title	Alzheimer's disease	DDF	target	111	114	title	mice	animal
39466764	student_A	4	17	abstract	gut microbiome	microbiome	is linked to	30	51	abstract	neurological disorders	DDF
39466764	student_A	146	166	abstract	Artemisia asiatica ex	drug	interact	183	206	abstract	Artemisia asiatica Nakai	drug
39466764	student_A	146	166	abstract	Artemisia asiatica ex	drug	interact	219	225	abstract	DA-9601	drug
39466764	student_A	146	166	abstract	Artemisia asiatica ex	drug	change effect	257	266	abstract	depression	DDF
39466764	student_A	146	166	abstract	Artemisia asiatica ex	drug	interact	282	313	abstract	brain-derived neurotropic factor	chemical
39466764	student_A	348	354	abstract	DA-9601	drug	change effect	401	419	abstract	Alzheimer's disease	DDF
39466764	student_A	348	354	abstract	DA-9601	drug	change effect	422	423	abstract	AD	DDF
39466764	student_A	422	423	abstract	AD	DDF	is a	401	419	abstract	Alzheimer's disease	DDF
39466764	student_A	522	523	abstract	AD	DDF	target	476	486	abstract	Tg2576 mice	animal
39466764	student_A	831	837	abstract	DA-9601	drug	administered	874	877	abstract	mice	animal
39466764	student_A	929	953	abstract	amyloid beta accumulation	chemical	located in	874	877	abstract	mice	animal
39466764	student_A	1006	1010	abstract	Iba-1	chemical	located in	874	877	abstract	mice	animal
39466764	student_A	1032	1040	abstract	claudin-5	chemical	located in	874	877	abstract	mice	animal
39466764	student_A	1064	1071	abstract	occludin	chemical	located in	874	877	abstract	mice	animal
39466764	student_A	1197	1219	abstract	Akkermansia muciniphila	bacteria	interact	1251	1272	abstract	DA-9601 administration	drug
39466764	student_A	1303	1309	abstract	DA-9601	drug	change effect	1320	1331	abstract	AD pathology	DDF
39466764	student_A	1303	1309	abstract	DA-9601	drug	impact	1338	1360	abstract	Akkermansia muciniphila	bacteria
39466764	student_A	1338	1360	abstract	Akkermansia muciniphila	bacteria	part of	1379	1392	abstract	gut microbiome	microbiome
39466764	student_A	1433	1439	abstract	DA-9601	drug	change effect	1452	1453	abstract	AD	DDF


38490542	student_A	81	91	title	lactoferrin	chemical	influence	128	147	title	ulcerative enteritis	DDF
38490542	student_A	63	64	abstract	AD	DDF	is a	42	60	abstract	Alzheimer's disease	DDF
38490542	student_A	300	310	abstract	lactoferrin	chemical	influence	338	339	abstract	AD	DDF
38490542	student_A	300	310	abstract	lactoferrin	chemical	influence	345	362	abstract	ulcerative colitis	DDF
38490542	student_A	300	310	abstract	lactoferrin	chemical	influence	365	366	abstract	UC	DDF
38490542	student_A	313	314	abstract	LF	chemical	influence	338	339	abstract	AD	DDF
38490542	student_A	313	314	abstract	LF	chemical	influence	345	362	abstract	ulcerative colitis	DDF
38490542	student_A	313	314	abstract	LF	chemical	influence	365	366	abstract	UC	DDF
38490542	student_A	365	366	abstract	UC	DDF	is a	345	362	abstract	ulcerative colitis	DDF
38490542	student_A	392	393	abstract	AD	DDF	affect	345	362	abstract	ulcerative colitis	DDF
38490542	student_A	392	393	abstract	AD	DDF	affect	365	366	abstract	UC	DDF
38490542	student_A	592	593	abstract	LF	chemical	influence	598	606	abstract	UC injury	DDF
38490542	student_A	592	593	abstract	LF	chemical	influence	612	613	abstract	AD	DDF
38490542	student_A	701	702	abstract	LF	chemical	impact	724	744	abstract	intestinal microbiota	microbiome
38490542	student_A	724	744	abstract	intestinal microbiota	microbiome	used by	641	670	abstract	16s RNA full-length sequencing	biomedical technique
38490542	student_A	724	744	abstract	intestinal microbiota	microbiome	located in	749	755	abstract	AD mice	animal
38490542	student_A	1007	1008	abstract	LF	chemical	impact	1059	1072	abstract	gut microbiota	microbiome
38490542	student_A	1059	1072	abstract	gut microbiota	microbiome	located in	1077	1083	abstract	AD mice	animal
38490542	student_A	1100	1101	abstract	UC	DDF	change abundance	1059	1072	abstract	gut microbiota	microbiome
38490542	student_A	1100	1101	abstract	UC	DDF	target	1077	1083	abstract	AD mice	animal
38490542	student_A	1162	1178	abstract	AD susceptibility	DDF	affect	1183	1184	abstract	UC	DDF
38490542	student_A	1226	1227	abstract	LF	chemical	influence	1234	1241	abstract	diseases	DDF
38490542	student_A	1310	1311	abstract	LF	chemical	interact	1361	1362	abstract	LF	chemical
38490542	student_A	1310	1311	abstract	LF	chemical	influence	1379	1380	abstract	AD	DDF
38490542	student_A	1310	1311	abstract	LF	chemical	impact	1400	1413	abstract	gut microbiota	microbiome
38490542	student_A	1310	1311	abstract	LF	chemical	interact	1605	1606	abstract	LF	chemical
38490542	student_A	1361	1362	abstract	LF	chemical	influence	1379	1380	abstract	AD	DDF


32741809	student_A	0	8	title	High Salt	food	influence	18	35	title	Brain Inflammation	DDF
32741809	student_A	0	8	title	High Salt	food	influence	41	61	title	Cognitive Dysfunction	DDF
32741809	student_A	0	8	title	High Salt	food	impact	79	112	title	Alternations in the Gut Microbiota	microbiome
32741809	student_A	0	20	abstract	Excessive salt intake	dietary supplement	influence	68	87	abstract	cognitive impairment	DDF
32741809	student_A	0	20	abstract	Excessive salt intake	dietary supplement	influence	124	156	abstract	imbalanced intestinal homeostasis	DDF
32741809	student_A	189	200	abstract	dietary salt	food	impact	209	222	abstract	gut microbiota	microbiome
32741809	student_A	333	343	abstract	normal chow	food	administered	281	305	abstract	Adult female C57BL/6 mice	animal
32741809	student_A	333	343	abstract	normal chow	food	administered	346	358	abstract	control group	animal
32741809	student_A	333	343	abstract	normal chow	food	administered	361	363	abstract	CON	animal
32741809	student_A	369	384	abstract	sodium-rich chow	food	administered	281	305	abstract	Adult female C57BL/6 mice	animal
32741809	student_A	369	384	abstract	sodium-rich chow	food	administered	346	358	abstract	control group	animal
32741809	student_A	369	384	abstract	sodium-rich chow	food	administered	361	363	abstract	CON	animal
32741809	student_A	400	403	abstract	NaCl	dietary supplement	administered	281	305	abstract	Adult female C57BL/6 mice	animal
32741809	student_A	400	403	abstract	NaCl	dietary supplement	administered	346	358	abstract	control group	animal
32741809	student_A	400	403	abstract	NaCl	dietary supplement	administered	361	363	abstract	CON	animal
32741809	student_A	632	640	abstract	apoptosis	DDF	strike	649	653	abstract	brain	anatomical location
32741809	student_A	712	749	abstract	impaired learning and memory abilities	DDF	target	675	678	abstract	mice	animal
32741809	student_A	797	809	abstract	Bacteroidetes	bacteria	located in	675	678	abstract	mice	animal
32741809	student_A	812	816	abstract	S24-7	bacteria	located in	675	678	abstract	mice	animal
32741809	student_A	822	835	abstract	Alloprevotella	bacteria	located in	675	678	abstract	mice	animal
32741809	student_A	842	855	abstract	Proteobacteria	bacteria	located in	675	678	abstract	mice	animal
32741809	student_A	879	888	abstract	Firmicutes	bacteria	located in	675	678	abstract	mice	animal
32741809	student_A	891	905	abstract	Lachnospiraceae	bacteria	located in	675	678	abstract	mice	animal
32741809	student_A	911	925	abstract	Ruminococcaceae	bacteria	located in	675	678	abstract	mice	animal
32741809	student_A	929	947	abstract	SCFA concentrations	chemical	located in	1057	1068	abstract	HSD-fed mice	animal
32741809	student_A	993	999	abstract	acetate	chemical	part of	929	947	abstract	SCFA concentrations	chemical
32741809	student_A	993	999	abstract	acetate	chemical	located in	1057	1068	abstract	HSD-fed mice	animal
32741809	student_A	1002	1011	abstract	propionate	chemical	part of	929	947	abstract	SCFA concentrations	chemical
32741809	student_A	1002	1011	abstract	propionate	chemical	located in	1057	1068	abstract	HSD-fed mice	animal
32741809	student_A	1018	1025	abstract	butyrate	chemical	part of	929	947	abstract	SCFA concentrations	chemical
32741809	student_A	1018	1025	abstract	butyrate	chemical	located in	1057	1068	abstract	HSD-fed mice	animal
32741809	student_A	1092	1106	abstract	BBB dysfunction	DDF	strike	1141	1151	abstract	mouse brain	anatomical location
32741809	student_A	1112	1132	abstract	microglial activation	DDF	strike	1141	1151	abstract	mouse brain	anatomical location
32741809	student_A	1172	1176	abstract	IL-1β	chemical	located in	1220	1225	abstract	cortex	anatomical location
32741809	student_A	1179	1182	abstract	IL-6	chemical	located in	1220	1225	abstract	cortex	anatomical location
32741809	student_A	1189	1193	abstract	TNF-α	chemical	located in	1220	1225	abstract	cortex	anatomical location
32741809	student_A	1260	1268	abstract	apoptosis	DDF	strike	1288	1293	abstract	cortex	anatomical location
32741809	student_A	1260	1268	abstract	apoptosis	DDF	strike	1299	1316	abstract	hippocampus region	anatomical location
32741809	student_A	1260	1268	abstract	apoptosis	DDF	target	1321	1324	abstract	mice	animal
32741809	student_A	1288	1293	abstract	cortex	anatomical location	located in	1321	1324	abstract	mice	animal
32741809	student_A	1299	1316	abstract	hippocampus region	anatomical location	located in	1321	1324	abstract	mice	animal
32741809	student_A	1478	1498	abstract	cognitive dysfunction	DDF	target	1503	1506	abstract	mice	animal
32741809	student_A	1564	1572	abstract	apoptosis	DDF	strike	1581	1585	abstract	brain	anatomical location
32741809	student_A	1581	1585	abstract	brain	anatomical location	located in	1503	1506	abstract	mice	animal
32741809	student_A	1625	1637	abstract	gut dysbiosis	DDF	interact	1661	1675	abstract	SCFA production	chemical


39609876	student_A	496	503	abstract	subjects	human	used by	415	427	abstract	Transcriptome	biomedical technique
39609876	student_A	496	503	abstract	subjects	human	used by	430	450	abstract	untargeted metabolome	biomedical technique
39609876	student_A	496	503	abstract	subjects	human	used by	457	476	abstract	16 S rDNA sequencing	biomedical technique
39609876	student_A	555	568	abstract	gut microflora	microbiome	located in	496	503	abstract	subjects	human
39609876	student_A	1020	1030	abstract	lauric acid	chemical	influence	1132	1138	abstract	obesity	DDF
39609876	student_A	1154	1157	abstract	DEMs	chemical	interact	1235	1261	abstract	Aminoacyl-tRNA biosynthesis	chemical
39609876	student_A	1154	1157	abstract	DEMs	chemical	interact	1266	1279	abstract	Valine leucine	chemical
39609876	student_A	1154	1157	abstract	DEMs	chemical	interact	1285	1307	abstract	isoleucine biosynthesis	chemical
39609876	student_A	1154	1157	abstract	DEMs	chemical	interact	1314	1320	abstract	Glycine	chemical
39609876	student_A	1154	1157	abstract	DEMs	chemical	interact	1325	1355	abstract	Serine and threonine metabolism	chemical
39609876	student_A	1154	1157	abstract	DEMs	chemical	interact	1364	1402	abstract	Biosynthesis of unsaturated fatty acids	chemical
39609876	student_A	1511	1522	abstract	p_Firmicutes	bacteria	located in	1542	1552	abstract	obese group	human
39609876	student_A	1558	1579	abstract	g_Escherichia-Shigella	bacteria	located in	1588	1599	abstract	normal group	human


28614379	student_A	64	73	abstract	probiotics	dietary supplement	impact	13	24	abstract	gut bacteria	microbiome
28614379	student_A	79	88	abstract	prebiotics	dietary supplement	impact	13	24	abstract	gut bacteria	microbiome
28614379	student_A	854	865	abstract	gut bacteria	microbiome	located in	942	964	abstract	non-clinical population	human
28614379	student_A	1100	1106	abstract	anxiety	DDF	target	942	964	abstract	non-clinical population	human
28614379	student_A	1112	1121	abstract	depression	DDF	target	942	964	abstract	non-clinical population	human
28614379	student_A	1725	1727	abstract	IBS	DDF	target	1683	1693	abstract	individuals	human
28614379	student_A	1730	1736	abstract	anxiety	DDF	target	1683	1693	abstract	individuals	human
