pmid	annotator	subject_text_span	subject_label	predicate	object_text_span	object_label
38860943	expert_10	GFAP	chemical	located in	EGCs	anatomical location
38860943	expert_10	α-SMA	chemical	located in	brain	anatomical location
38860943	expert_10	Amyotrophic lateral sclerosis	DDF	is a	neuromuscular disease	DDF
38860943	expert_10	butyrate	chemical	interact	inflammatory cytokines	chemical
38860943	expert_10	weakened muscle	DDF	target	TDP43 mice	animal


37074710	expert_10	Bacteroidota	bacteria	part of	gut microbiota	microbiome
37074710	expert_10	MDD	DDF	target	individuals	human
37074710	expert_10	citrate	chemical	part of	49 metabolites	chemical
37074710	expert_10	lifetime MDD	DDF	target	6811 individuals	human
37074710	expert_10	lifetime MDD	DDF	target	Individuals	human
37074710	expert_10	pyruvate	chemical	part of	49 metabolites	chemical
37074710	expert_10	MDD	DDF	interact	Citrate	chemical
37074710	expert_10	MDD	DDF	interact	124 metabolites	chemical
37074710	expert_10	pyruvate	chemical	located in	individuals	human
37074710	expert_10	MDD	DDF	interact	pyruvate	chemical
37074710	expert_10	depression	DDF	is a	complex diseases	DDF
37074710	expert_10	Clostridiales	bacteria	part of	gut microbiota	microbiome
37074710	expert_10	Proteobacteria/Pseudomonadota	bacteria	part of	gut microbiota	microbiome
37074710	expert_10	Bacteroidetes	bacteria	part of	gut microbiota	microbiome
37074710	expert_10	gut microbiome	microbiome	is linked to	MDD	DDF
37074710	expert_10	recurrent MDD	DDF	target	4370 individuals	human


36093178	expert_10	oral and gut microbiotas	microbiome	located in	Alzheimer's patients	human
36093178	expert_10	cognition impairment	DDF	change abundance	Fusobacteria	bacteria
36093178	expert_10	oral or gut microbiotas	microbiome	located in	patients	human
36093178	expert_10	AD	DDF	change abundance	oral and gut microbiotas	microbiome
36093178	expert_10	cognition impairment	DDF	change abundance	Proteobacteria	bacteria
36093178	expert_10	subjective and mild cognitive impairment	DDF	target	patients	human
36093178	expert_10	cognition impairment	DDF	change abundance	Verrucomicrobia	bacteria
36093178	expert_10	vitamins	dietary supplement	impact	fecal microbiota	microbiome
36093178	expert_10	mild AD	DDF	change abundance	oral and gut microbiota	microbiome
36093178	expert_10	AD dementia	DDF	target	patients	human
36093178	expert_10	oral and fecal microbiota	microbiome	located in	patients	human
36093178	expert_10	amino acids	chemical	impact	fecal microbiota	microbiome
36093178	expert_10	cognition impairment	DDF	change abundance	Bacteroidetes phyla	bacteria
36093178	expert_10	cognition impairment	DDF	change abundance	Firmicutes	bacteria
36093178	expert_10	moderate AD	DDF	change abundance	oral and gut microbiota	microbiome
36093178	expert_10	cognition impairment	DDF	change abundance	Proteobacteria phylum	bacteria


35328673	expert_10	Multiple Sclerosis	DDF	affect	depressive pathology	DDF
35328673	expert_10	Multiple Sclerosis	DDF	affect	Inflammation	DDF
35328673	expert_10	Multiple Sclerosis	DDF	affect	Mood Disorders	DDF


40258729	expert_10	AD	DDF	change abundance	gut microbiome	microbiome
40258729	expert_10	AD	DDF	change abundance	Dickeya	bacteria
40258729	expert_10	oxidative stress	DDF	affect	neurodegenerative changes	DDF
40258729	expert_10	Alzheimer disease	DDF	change abundance	gut microbiome	microbiome
40258729	expert_10	AD	DDF	change abundance	Hafnia-Obesumbacterium	bacteria
40258729	expert_10	leaky gut	DDF	affect	neurodegenerative changes	DDF
40258729	expert_10	systemic inflammation	DDF	affect	neurodegenerative changes	DDF
40258729	expert_10	increased intestinal permeability	DDF	affect	neurodegenerative changes	DDF


35833267	expert_10	learning, cognitive and memory defects	DDF	target	rats	animal
35833267	expert_10	Alzheimer's disease	DDF	interact	MiR-483-3p	chemical
35833267	expert_10	AD	DDF	is a	dementia	DDF
35833267	expert_10	miR-483-3p	chemical	change expression	APP	gene
35833267	expert_10	Homocysteine	chemical	administered	rats	animal
35833267	expert_10	Aβ1-42	chemical	located in	PC12 cells	anatomical location
35833267	expert_10	miR-483-3p	chemical	influence	neural cell apoptosis	DDF
35833267	expert_10	XPO1	chemical	located in	rat hippocampus	anatomical location
35833267	expert_10	Alzheimer's disease	DDF	is a	dementia	DDF
35833267	expert_10	miR-483-3p	chemical	influence	cell apoptosis	DDF
35833267	expert_10	miR-483-3p	chemical	influence	impairments of learning and memory abilities	DDF
35833267	expert_10	miR-483-3p	chemical	change expression	BACE1	gene
35833267	expert_10	miR-483-3p	chemical	interact	Aβ1-42	chemical
35833267	expert_10	MiR-483-3p	chemical	interact	XPO1	chemical
35833267	expert_10	miR-483-3p	chemical	interact	XPO1	chemical
35833267	expert_10	Hcy	chemical	administered	Sprague-Dawley rats	animal
35833267	expert_10	homocysteine	chemical	administered	Sprague-Dawley rats	animal


40501283	expert_10	Short chain fatty acids	chemical	produced by	gut microbes	microbiome
40501283	expert_10	acetate	chemical	located in	CU	human
40501283	expert_10	acetate	chemical	located in	CI-NAD	human
40501283	expert_10	valerate	chemical	located in	CI-NAD	human
40501283	expert_10	cognitive impairment	DDF	target	28 individuals	human
40501283	expert_10	SCFAs	chemical	produced by	gut microbes	microbiome
40501283	expert_10	valerate	chemical	located in	CU	human
40501283	expert_10	AD	DDF	affect	cognitive impairment	DDF


33829410	expert_10	gut dysbiosis	DDF	target	multiple sclerosis (MS) patients	human
33829410	expert_10	Clostridia Strains	bacteria	influence	Experimental Autoimmune Encephalomyelitis	DDF
33829410	expert_10	immunomodulatory short-chain fatty acid (SCFA) butyrate	chemical	located in	Clostridia-treated mice	animal
33829410	expert_10	human gut-derived 17 Clostridia strains	bacteria	influence	infiltrating macrophages	DDF
33829410	expert_10	Butyrate	chemical	influence	Experimental Autoimmune Encephalomyelitis	DDF
33829410	expert_10	human gut-derived 17 Clostridia strains	bacteria	influence	demyelination	DDF
33829410	expert_10	human gut-derived 17 Clostridia strains	bacteria	influence	astrocyte reactivity	DDF
33829410	expert_10	axonal damage	DDF	strike	CNS	anatomical location
33829410	expert_10	gut dysbiosis	DDF	change abundance	XIVa	bacteria
33829410	expert_10	Clostridia Strains	bacteria	part of	Human Microbiota	microbiome
33829410	expert_10	human gut-derived 17 Clostridia strains	bacteria	influence	microglia reactivity	DDF
33829410	expert_10	human gut-derived 17 Clostridia strains	bacteria	influence	axonal damage	DDF
33829410	expert_10	axonal damage	DDF	strike	central nervous system	anatomical location
33829410	expert_10	gut dysbiosis	DDF	change abundance	Clostridia cluster IV	bacteria
33829410	expert_10	interferon beta	chemical	located in	periphery	anatomical location


34790112	expert_10	amyloid-β peptides	chemical	located in	brain	anatomical location
34790112	expert_10	beta-site APP-cleaving enzyme 1	chemical	located in	cortex	anatomical location
34790112	expert_10	VAD	DDF	affect	molecular biological	DDF
34790112	expert_10	Aβ40	chemical	located in	brain	anatomical location
34790112	expert_10	VAD	DDF	interact	Aβ40	chemical
34790112	expert_10	Aβ42	chemical	located in	brain	anatomical location
34790112	expert_10	Vitamin A Deficiency	DDF	affect	Cognitive Deficits	DDF
34790112	expert_10	VAD	DDF	interact	BDNF	chemical
34790112	expert_10	VAD	DDF	interact	serum retinol	chemical
34790112	expert_10	VAD	DDF	change abundance	Lactobacillus	bacteria
34790112	expert_10	VAD	DDF	interact	vitamin A (VA)-related receptors	chemical
34790112	expert_10	VAD	DDF	interact	phosphorylated Tau	chemical
34790112	expert_10	VAD	DDF	affect	cognitive impairment	DDF
34790112	expert_10	molecular biological	DDF	target	APP/PS1 transgenic mice	animal
34790112	expert_10	VAD	DDF	affect	behavioral learning and memory deficits	DDF
34790112	expert_10	γ-aminobutyric acid (GABA) receptors	chemical	located in	cortex	anatomical location
34790112	expert_10	histopathological	DDF	target	APP/PS1 transgenic mice	animal
34790112	expert_10	VAD	DDF	interact	amyloid-β peptides	chemical
34790112	expert_10	morphological	DDF	target	APP/PS1 transgenic mice	animal
34790112	expert_10	VAD	DDF	interact	liver	chemical
34790112	expert_10	VAD	DDF	interact	BACE1	chemical
34790112	expert_10	Aβ42	chemical	located in	gut	anatomical location
34790112	expert_10	amyloid-β peptides	chemical	located in	gut	anatomical location
34790112	expert_10	BDNF	chemical	located in	cortex	anatomical location
34790112	expert_10	VAD	DDF	affect	Alzheimer's disease	DDF
34790112	expert_10	VAD	DDF	interact	GABA receptors	chemical
34790112	expert_10	Aβ40	chemical	located in	gut	anatomical location
34790112	expert_10	VA-related enzymes	chemical	located in	cortex	anatomical location
34790112	expert_10	VAD	DDF	affect	morphological	DDF
34790112	expert_10	Cognitive Deficits	DDF	target	Amyloid Precursor Protein/Presenilin 1 Transgenic Mice	animal
34790112	expert_10	brain-derived neurotrophic factor	chemical	located in	cortex	anatomical location
34790112	expert_10	VAD	DDF	affect	behavioral impairment	DDF
34790112	expert_10	Vitamin A Deficiency	DDF	affect	Gut Microbiota Dysbiosis	DDF
34790112	expert_10	Vitamin A deficiency	DDF	affect	Alzheimer's disease	DDF
34790112	expert_10	VAD	DDF	affect	AD	DDF
34790112	expert_10	VAD	DDF	interact	VA-related enzymes	chemical
34790112	expert_10	VAD	DDF	interact	Aβ42	chemical
34790112	expert_10	vitamin A (VA)-related receptors	chemical	located in	cortex	anatomical location
34790112	expert_10	VAD	DDF	interact	γ-aminobutyric acid (GABA) receptors	chemical
34790112	expert_10	Gut Microbiota Dysbiosis	DDF	target	Amyloid Precursor Protein/Presenilin 1 Transgenic Mice	animal
34790112	expert_10	phosphorylated Tau	chemical	located in	cortex	anatomical location
34790112	expert_10	Vitamin A deficiency	DDF	affect	AD	DDF
34790112	expert_10	VAD	DDF	interact	brain-derived neurotrophic factor	chemical
34790112	expert_10	VAD	DDF	affect	microbiological	DDF
34790112	expert_10	BACE1	chemical	located in	cortex	anatomical location
34790112	expert_10	microbiological	DDF	target	APP/PS1 transgenic mice	animal
34790112	expert_10	VAD	DDF	affect	histopathological	DDF
34790112	expert_10	VAD	DDF	interact	beta-site APP-cleaving enzyme 1	chemical
34790112	expert_10	behavioral impairment	DDF	target	APP/PS1 transgenic mice	animal


38638559	expert_10	immunoglobulin Y supplements	dietary supplement	influence	alterations in microbial composition	DDF
38638559	expert_10	MS	DDF	change abundance	Streptococcus	bacteria
38638559	expert_10	MS	DDF	change abundance	Lachnospiraceae	bacteria
38638559	expert_10	gut microbiota	microbiome	located in	PwMS	human
38638559	expert_10	Faecalibacterium prausnitzii	bacteria	located in	MS group	human
38638559	expert_10	Bifidobacterium angulatum	bacteria	located in	individuals	human
38638559	expert_10	gut microbiota	microbiome	located in	people with	human
38638559	expert_10	Gut microbiota	microbiome	is linked to	MS	DDF
38638559	expert_10	Prevotella stercorea	bacteria	located in	MS group	human
38638559	expert_10	immunoglobulin Y (IgY) supplement	dietary supplement	impact	Oscillospira	bacteria
38638559	expert_10	MS	DDF	target	individuals	human
38638559	expert_10	Gut microbiota	microbiome	is linked to	multiple sclerosis	DDF
38638559	expert_10	immunoglobulin Y (IgY) supplement	dietary supplement	impact	Bifidobacterium angulatum	bacteria
38638559	expert_10	immunoglobulin Y supplements	dietary supplement	impact	healthier microbiome	microbiome


37175797	expert_10	stroke	DDF	affect	cognitive impairment	DDF
37175797	expert_10	Stroke	DDF	affect	dementia	DDF
37175797	expert_10	Stroke	DDF	affect	cognitive impairment	DDF
37175797	expert_10	Vascular dementia	DDF	is a	cognitive impairment	DDF
37175797	expert_10	VaD	DDF	is a	cognitive impairment	DDF


35076339	expert_10	Cassiae Semen	dietary supplement	administered	Alzheimer's disease (AD) rats	animal
35076339	expert_10	amyloid-β<sub>(25-35)</sub>	chemical	administered	Sprague-Dawley male rats	animal
35076339	expert_10	AD	DDF	change abundance	Clostridiales	bacteria
35076339	expert_10	Cassiae semen	dietary supplement	influence	memory deficits	DDF
35076339	expert_10	amyloid-β<sub>(35-25)</sub>	chemical	administered	rats	animal
35076339	expert_10	CS	dietary supplement	administered	Alzheimer's disease (AD) rats	animal
35076339	expert_10	high-fat diets	food	administered	rats	animal
35076339	expert_10	AD	DDF	change abundance	Lactobacillales	bacteria
35076339	expert_10	Forsythiae Fructus	dietary supplement	administered	Alzheimer's disease (AD) rats	animal
35076339	expert_10	AD	DDF	change abundance	Bacteroidales	bacteria
35076339	expert_10	FF	dietary supplement	influence	memory deficits	DDF
35076339	expert_10	FF	dietary supplement	influence	AD	DDF
35076339	expert_10	Forsythiae fructus	dietary supplement	influence	memory deficits	DDF
35076339	expert_10	FF	dietary supplement	administered	Alzheimer's disease (AD) rats	animal


39402637	expert_10	AD	DDF	interact	Aβ	chemical
39402637	expert_10	AD	DDF	interact	neurofibrillary tangles	chemical
39402637	expert_10	feces	chemical	located in	31 healthy controls	human
39402637	expert_10	AD	DDF	interact	amyloid β	chemical
39402637	expert_10	Aβ aggregates	chemical	part of	human feces	chemical
39402637	expert_10	AD	DDF	interact	fecal Aβ aggregates	chemical
39402637	expert_10	feces	chemical	located in	AD patients	human
39402637	expert_10	Aβ aggregates	chemical	part of	feces	chemical
39402637	expert_10	aggregated Tau species	chemical	part of	neurofibrillary tangles	chemical
39402637	expert_10	human feces	chemical	located in	AD patients	human
39402637	expert_10	Alzheimer's disease	DDF	interact	amyloid β	chemical
39402637	expert_10	digestion-resistant Aβ aggregates	chemical	part of	feces	chemical
39402637	expert_10	Aβ aggregate concentrations	chemical	part of	feces	chemical
39402637	expert_10	Alzheimer's disease	DDF	interact	neurofibrillary tangles	chemical
39402637	expert_10	feces	chemical	located in	HC	human
39402637	expert_10	Alzheimer's disease	DDF	interact	Aβ	chemical


35272549	expert_10	amyotrophic lateral sclerosis	DDF	is a	neuropsychiatric disorders	DDF
35272549	expert_10	short-chain fatty acids	chemical	part of	metabolites	chemical
35272549	expert_10	cognitive deficit	DDF	is a	neuropsychiatric disorders	DDF
35272549	expert_10	amino acids	chemical	part of	metabolites	chemical
35272549	expert_10	obesity	DDF	is a	metabolic diseases	DDF
35272549	expert_10	diabetes	DDF	is a	metabolic diseases	DDF
35272549	expert_10	Akkermansia muciniphila	bacteria	part of	intestinal microbiota	microbiome
35272549	expert_10	amino acid derivatives	chemical	part of	metabolites	chemical
35272549	expert_10	Parkinson's disease	DDF	is a	neuropsychiatric disorders	DDF
35272549	expert_10	multiple sclerosis	DDF	is a	neuropsychiatric disorders	DDF
35272549	expert_10	Alzheimer's disease	DDF	is a	neuropsychiatric disorders	DDF


39346576	expert_10	anti-inflammatory cytokines IL-10	chemical	located in	AD patients	human
39346576	expert_10	Bacteroides eggerthii	bacteria	part of	gut microbes	microbiome
39346576	expert_10	TNF-<i>β	chemical	located in	AD patients	human
39346576	expert_10	AD patients' altered gut microbiota composition	DDF	change abundance	Phyllobacterium	bacteria
39346576	expert_10	AD patients' altered gut microbiota composition	DDF	change abundance	Synergistetes	bacteria
39346576	expert_10	IL-13	chemical	located in	AD patients	human
39346576	expert_10	IL-12p40	chemical	located in	AD patients	human
39346576	expert_10	dysbiosis	DDF	change abundance	Bifidobacterium	bacteria
39346576	expert_10	Tyzzerella	bacteria	part of	gut microbes	microbiome
39346576	expert_10	proinflammatory cytokines IL-1a	chemical	located in	AD patients	human
39346576	expert_10	IL-8	chemical	located in	AD patients	human
39346576	expert_10	IL-17A	chemical	located in	AD patients	human
39346576	expert_10	MCP-1	chemical	located in	AD patients	human
39346576	expert_10	Gut Dysbiosis	DDF	affect	Alzheimer's Disease	DDF
39346576	expert_10	AD patients' altered gut microbiota composition	DDF	change abundance	Pseudomonadota	bacteria
39346576	expert_10	gut microbiome	microbiome	is linked to	Alzheimer's disease	DDF
39346576	expert_10	IL-2	chemical	located in	AD patients	human
39346576	expert_10	AD patients' altered gut microbiota composition	DDF	change abundance	inflammatory bacteria	bacteria
39346576	expert_10	gut microbiome	microbiome	is linked to	AD	DDF
39346576	expert_10	Turicibacter	bacteria	part of	gut microbes	microbiome
39346576	expert_10	IL-12p70	chemical	located in	AD patients	human
39346576	expert_10	Parabacteroides distasonis	bacteria	part of	gut microbes	microbiome
39346576	expert_10	Inflammatory Manifestations	DDF	affect	Gut Dysbiosis	DDF
39346576	expert_10	dysbiosis	DDF	change abundance	B. breve	bacteria
39346576	expert_10	gut microbiota	microbiome	is linked to	dysbiosis	DDF
39346576	expert_10	AD patients' altered gut microbiota composition	DDF	change abundance	Christensenellaceae family	bacteria
39346576	expert_10	gut microbiomes	microbiome	located in	AD patients	human


35054427	expert_10	gut	anatomical location	located in	AD mice	animal
35054427	expert_10	intense inflammation	DDF	strike	brain	anatomical location
35054427	expert_10	limonoids	chemical	impact	gut microbiota	microbiome
35054427	expert_10	limonoids	chemical	administered	AL	animal
35054427	expert_10	brain	anatomical location	located in	AD mice	animal
35054427	expert_10	limonoids	chemical	administered	ALA	animal
35054427	expert_10	L-arginine	chemical	administered	ALA	animal
35054427	expert_10	bacterial translocation	DDF	target	normal diet-fed WC and AC mice	animal
35054427	expert_10	bacterial flora	bacteria	located in	ALA diet	animal
35054427	expert_10	bacterial flora	bacteria	located in	AL diet-fed mice	animal
35054427	expert_10	Considerable bacterial translocation	DDF	target	AC mice	animal
35054427	expert_10	intense inflammation	DDF	strike	liver	anatomical location
35054427	expert_10	L-arginine	chemical	impact	gut microbiota	microbiome
35054427	expert_10	intense inflammation	DDF	strike	pancreas	anatomical location
35054427	expert_10	liver	anatomical location	located in	AD mice	animal
35054427	expert_10	Considerable bacterial translocation	DDF	strike	pancreas	anatomical location
35054427	expert_10	intense inflammation	DDF	strike	intestinal tissues	anatomical location
35054427	expert_10	pancreas	anatomical location	located in	AD mice	animal
35054427	expert_10	intense inflammation	DDF	target	AC mice	animal


40218866	expert_10	EPA supplementation	dietary supplement	impact	Firmicutes	bacteria
40218866	expert_10	EPA supplementation	dietary supplement	impact	<i>Bacteroidetes</i> phylum	bacteria
40218866	expert_10	MHCII	chemical	located in	retina	anatomical location
40218866	expert_10	MHCII	chemical	located in	central nervous system	anatomical location
40218866	expert_10	EPA supplementation	dietary supplement	impact	butyrate-producing bacteria	bacteria
40218866	expert_10	AD	DDF	affect	Neuroinflammation	DDF
40218866	expert_10	EPA supplementation	dietary supplement	impact	Bacteroidetes	bacteria
40218866	expert_10	cytokines	chemical	influence	Neuroinflammation	DDF
40218866	expert_10	EPA	chemical	administered	Female APP/PS1 mice	animal
40218866	expert_10	EPA supplementation	dietary supplement	impact	gut microbiota	microbiome
40218866	expert_10	Alzheimer's disease	DDF	affect	Neuroinflammation	DDF
40218866	expert_10	inflammatory signaling molecules	chemical	influence	Neuroinflammation	DDF
40218866	expert_10	EPA supplementation	dietary supplement	impact	<i>Firmicutes</i> phylum	bacteria
40218866	expert_10	EPA	chemical	administered	TG	animal
40218866	expert_10	major histocompatibility complex class II	chemical	located in	retina	anatomical location
40218866	expert_10	EPA	chemical	administered	WT	animal
40218866	expert_10	EPA	chemical	administered	non-transgenic littermates	animal
40218866	expert_10	eicosanoids	chemical	influence	Neuroinflammation	DDF
40218866	expert_10	MHCII	chemical	located in	CNS	anatomical location
40218866	expert_10	EPA supplementation	dietary supplement	impact	Gram-negative LPS-producing bacteria	bacteria
40218866	expert_10	Neuroinflammation	DDF	affect	gut microbiota dysbiosis	DDF


38661357	expert_10	unclassified_g_Bacteroides	bacteria	located in	AD_APOE4 patients	human
38661357	expert_10	GM	microbiome	located in	participants	human
38661357	expert_10	Gut microbiota (GM) dysbiosis	DDF	affect	Alzheimer's disease	DDF
38661357	expert_10	gut_metagenome_g_Faecalibacterium	bacteria	located in	AD_APOE4 patients	human
38661357	expert_10	Gut microbiota (GM) dysbiosis	DDF	affect	AD	DDF


34975476	expert_10	neuronal damage	DDF	target	APP/PS1 transgenic (Tg) mice	animal
34975476	expert_10	gut microbiota	microbiome	located in	Tg mice	animal
34975476	expert_10	Drugs	drug	change effect	Alzheimer's disease	DDF
34975476	expert_10	Rheum tanguticum	food	administered	AD rats	animal
34975476	expert_10	Drugs	drug	change effect	AD	DDF
34975476	expert_10	rhubarb	food	influence	cognitive impairment	DDF
34975476	expert_10	Cognitive Impairment	DDF	target	APP/PS1 Mice	animal
34975476	expert_10	rhubarb	food	influence	hippocampal inflammation	DDF
34975476	expert_10	hippocampal inflammation	DDF	target	APP/PS1 transgenic (Tg) mice	animal
34975476	expert_10	rhubarb	food	influence	neuronal damage	DDF
34975476	expert_10	metabolites	chemical	interact	metabolites	chemical
34975476	expert_10	cognitive impairment	DDF	target	Tg mice	animal
34975476	expert_10	Rheum tanguticum	food	influence	Cognitive Impairment	DDF
34975476	expert_10	Drugs	drug	impact	intestinal bacteria	bacteria
34975476	expert_10	metabolites	chemical	impact	rhubarb-responsive bacteria	bacteria
34975476	expert_10	<i>o</i>-tyrosine	chemical	located in	gut	anatomical location
34975476	expert_10	<i>o</i>-tyrosine	chemical	interact	intracellular reactive oxygen species	chemical
34975476	expert_10	<i>o</i>-tyrosine	chemical	interact	nitric oxide	chemical
34975476	expert_10	Rheum tanguticum	food	impact	Drug-Responsive Bacteria	bacteria


40654331	expert_10	EAE	DDF	target	mice	animal
40654331	expert_10	amino acids	chemical	impact	microbiomes	microbiome
40654331	expert_10	EAE	DDF	is a	inflammatory demyelination	DDF
40654331	expert_10	gut microbiome	microbiome	is linked to	EAE	DDF
40654331	expert_10	metabolites	chemical	impact	microbiomes	microbiome
40654331	expert_10	Experimental autoimmune encephalomyelitis	DDF	is a	inflammatory demyelination	DDF
40654331	expert_10	MS	DDF	target	people	human
40654331	expert_10	microbiome	microbiome	is linked to	EAE	DDF
40654331	expert_10	MS	DDF	is a	neuroinflammatory disease	DDF
40654331	expert_10	lipids	chemical	impact	microbiomes	microbiome
40654331	expert_10	carbohydrates	chemical	impact	microbiomes	microbiome
40654331	expert_10	Multiple sclerosis	DDF	is a	neuroinflammatory disease	DDF
40654331	expert_10	microbiomes	microbiome	located in	EAE mice	animal


32640111	expert_10	Lactobacillus paracasei 0291	dietary supplement	influence	malformed eye	DDF
32640111	expert_10	Lactobacillus sakei Probio65	dietary supplement	impact	Acetobacter	bacteria
32640111	expert_10	LAB	dietary supplement	influence	AD	DDF
32640111	expert_10	Lactobacillus sakei Probio65	dietary supplement	influence	malformed eye	DDF
32640111	expert_10	Lactobacillus paracasei 0291	dietary supplement	impact	Acetobacter	bacteria
32640111	expert_10	LAB strains	dietary supplement	influence	Malformation of eye structures	DDF
32640111	expert_10	Malformation of eye structures	DDF	target	transgenic GMR-Aβ42 Drosophila	animal
32640111	expert_10	Lactobacillus sakei Probio65	dietary supplement	impact	Stenotrophomonas	bacteria
32640111	expert_10	Lactobacillus paracasei 0291	dietary supplement	impact	Wolbachia	bacteria
32640111	expert_10	Lactobacillus paracasei 0291	dietary supplement	impact	Stenotrophomonas	bacteria
32640111	expert_10	L. sakei Probio65	dietary supplement	impact	Acetobacter	bacteria
32640111	expert_10	Feed containing seven different LAB strains	dietary supplement	administered	GMR-Aβ42	animal
32640111	expert_10	LAB	dietary supplement	influence	neurodegenerative diseases	DDF
32640111	expert_10	gut microbiota	microbiome	located in	Drosophila melanogaster Alzheimer's disease model	animal
32640111	expert_10	L. sakei Probio65	dietary supplement	impact	Wolbachia	bacteria
32640111	expert_10	L. sakei Probio65	dietary supplement	impact	Stenotrophomonas	bacteria
32640111	expert_10	L. paracasei 0291	bacteria	influence	Malformation of eye structures	DDF
32640111	expert_10	malformed eye	DDF	target	transgenic GMR-Aβ42 Drosophila	animal
32640111	expert_10	L. paracasei 0291	dietary supplement	impact	Wolbachia	bacteria
32640111	expert_10	Wolbachia	bacteria	located in	GMR-Aβ42.nf group	animal
32640111	expert_10	L. sakei Probio65	dietary supplement	influence	Malformation of eye structures	DDF


39135052	expert_10	SDG	chemical	interact	IL-6	chemical
39135052	expert_10	END	chemical	produced by	gut microbiota	microbiome
39135052	expert_10	ENL	chemical	produced by	gut microbiota	microbiome
39135052	expert_10	SDG	chemical	interact	END	chemical
39135052	expert_10	SDG	chemical	interact	GPER	chemical
39135052	expert_10	AD	DDF	target	female mice	animal
39135052	expert_10	SDG	chemical	interact	TNF-α	chemical
39135052	expert_10	estrogen receptor GPER	chemical	interact	SDG	chemical
39135052	expert_10	SDG	chemical	administered	Ten-month-old female APPswe/PSEN1dE9 (APP/PS1) transgenic mice	animal
39135052	expert_10	SDG	chemical	interact	gut microbial metabolites END	chemical
39135052	expert_10	SDG	chemical	change expression	CREB/BDNF	gene
39135052	expert_10	SDG	chemical	influence	β-amyloid (Aβ) deposition	DDF
39135052	expert_10	SDG	chemical	change expression	PSD-95	gene
39135052	expert_10	SDG	chemical	interact	IL-10	chemical
39135052	expert_10	SDG	chemical	interact	ENL	chemical
39135052	expert_10	SDG	chemical	influence	significant improvements in spatial, recognition, and working memory	DDF
39135052	expert_10	GPER	chemical	interact	SDG	chemical
39135052	expert_10	LPS	chemical	administered	three-month-old C57BL/6J mice	animal
39135052	expert_10	SDG	chemical	impact	gut microbiota	microbiome
39135052	expert_10	late-onset Alzheimer's disease	DDF	interact	estrogen	chemical
