pmid	annotator	subject_uri	subject_label	predicate	object_uri	object_label
37711026	student_A	http://purl.obolibrary.org/obo/NCIT_C28143	human	used by	http://purl.obolibrary.org/obo/NCIT_C47891	biomedical technique
37711026	student_A	http://purl.obolibrary.org/obo/NCBITaxon_216851	bacteria	located in	http://purl.obolibrary.org/obo/NCIT_C28143	human
37711026	student_A	http://purl.obolibrary.org/obo/OHMI_0000020	microbiome	located in	http://purl.obolibrary.org/obo/NCIT_C28143	human
37711026	student_A	http://purl.obolibrary.org/obo/NCIT_C26845	DDF	is a	http://purl.obolibrary.org/obo/NCIT_C26845	DDF
37711026	student_A	http://purl.obolibrary.org/obo/NCIT_C26845	DDF	change abundance	http://purl.obolibrary.org/obo/OHMI_0000020	microbiome
37711026	student_A	http://purl.obolibrary.org/obo/OHMI_0000020	microbiome	located in	http://id.nlm.nih.gov/mesh/D010361	human
37711026	student_A	http://id.nlm.nih.gov/mesh/D018720	bacteria	located in	http://purl.obolibrary.org/obo/NCIT_C28143	human
37711026	student_A	http://purl.obolibrary.org/obo/NCBITaxon_1678	bacteria	located in	http://id.nlm.nih.gov/mesh/D010361	human
37711026	student_A	http://purl.obolibrary.org/obo/NCIT_C76352	bacteria	located in	http://id.nlm.nih.gov/mesh/D010361	human
37711026	student_A	http://id.nlm.nih.gov/mesh/D010361	human	used by	http://purl.obolibrary.org/obo/NCIT_C47891	biomedical technique
37711026	student_A	http://purl.obolibrary.org/obo/NCIT_C26845	DDF	target	http://purl.obolibrary.org/obo/NCIT_C16268	human


34864433	student_A	http://snomed.info/id/765060000	food	influence	http://id.nlm.nih.gov/mesh/D000090862	DDF
34864433	student_A	http://snomed.info/id/765060000	food	administered	http://purl.obolibrary.org/obo/NCIT_C29867	human
34864433	student_A	http://purl.obolibrary.org/obo/OMIT_0004926	DDF	target	http://purl.obolibrary.org/obo/NCIT_C29867	human
34864433	student_A	http://purl.obolibrary.org/obo/NCIT_C34373	DDF	target	http://id.nlm.nih.gov/mesh/D014930	human
34864433	student_A	http://purl.obolibrary.org/obo/NCIT_C34373	DDF	target	http://id.nlm.nih.gov/mesh/D008571	human
34864433	student_A	http://purl.obolibrary.org/obo/NCIT_C34373	DDF	is a	http://purl.obolibrary.org/obo/NCIT_C34373	DDF
34864433	student_A	http://snomed.info/id/765060000	food	administered	http://purl.obolibrary.org/obo/NCIT_C25190	human
34864433	student_A	http://purl.obolibrary.org/obo/NCIT_C34373	DDF	target	http://purl.obolibrary.org/obo/NCIT_C25190	human


39183943	student_A	http://purl.obolibrary.org/obo/NCBITaxon_2	bacteria	located in	http://purl.obolibrary.org/obo/NCIT_C25190	human
39183943	student_A	http://purl.obolibrary.org/obo/NCIT_C3243	DDF	is a	http://purl.obolibrary.org/obo/NCIT_C3243	DDF
39183943	student_A	http://purl.obolibrary.org/obo/NCBITaxon_2	bacteria	influence	http://purl.obolibrary.org/obo/NCIT_C3243	DDF
39183943	student_A	http://purl.obolibrary.org/obo/NCBITaxon_2	bacteria	influence	http://purl.obolibrary.org/obo/NCIT_C2991	DDF
39183943	student_A	http://purl.obolibrary.org/obo/NCIT_C3243	DDF	is a	http://id.nlm.nih.gov/mesh/D019636	DDF
39183943	student_A	http://purl.obolibrary.org/obo/NCIT_C3243	DDF	target	http://id.nlm.nih.gov/mesh/D010361	human
39183943	student_A	http://purl.obolibrary.org/obo/OMIT_0028544	DDF	is a	http://purl.obolibrary.org/obo/OMIT_0028544	DDF
39183943	student_A	http://purl.obolibrary.org/obo/OHMI_0000002	microbiome	located in	http://purl.obolibrary.org/obo/NCIT_C25190	human
39183943	student_A	http://snomed.info/id/1149492007	microbiome	is linked to	http://id.nlm.nih.gov/mesh/D019636	DDF
39183943	student_A	http://purl.obolibrary.org/obo/OHMI_0000020	microbiome	is linked to	http://purl.obolibrary.org/obo/NCIT_C2991	DDF
39183943	student_A	http://snomed.info/id/1149492007	microbiome	is linked to	http://purl.obolibrary.org/obo/NCIT_C3243	DDF
39183943	student_A	http://purl.obolibrary.org/obo/OHMI_0000002	microbiome	used by	http://purl.obolibrary.org/obo/NCIT_C118643	biomedical technique


29758946	student_A	http://purl.obolibrary.org/obo/NCBITaxon_186803	bacteria	located in	http://id.nlm.nih.gov/mesh/D010361	human
29758946	student_A	http://purl.obolibrary.org/obo/OMIT_0028544	microbiome	located in	http://id.nlm.nih.gov/mesh/D010361	human
29758946	student_A	http://purl.obolibrary.org/obo/NCIT_C2866	DDF	is a	http://purl.obolibrary.org/obo/NCIT_C2866	DDF
29758946	student_A	http://purl.obolibrary.org/obo/NCIT_C34373	DDF	is a	http://purl.obolibrary.org/obo/MONDO_0859292	DDF
29758946	student_A	http://purl.obolibrary.org/obo/NCIT_C124639	DDF	is a	http://purl.obolibrary.org/obo/MONDO_0859292	DDF
29758946	student_A	http://purl.obolibrary.org/obo/OMIT_0028544	microbiome	is linked to	http://purl.obolibrary.org/obo/NCIT_C2866	DDF
29758946	student_A	http://purl.obolibrary.org/obo/NCIT_C26845	DDF	is a	http://purl.obolibrary.org/obo/MONDO_0859292	DDF
29758946	student_A	http://id.nlm.nih.gov/mesh/D020357	bacteria	located in	http://id.nlm.nih.gov/mesh/D010361	human
29758946	student_A	http://purl.obolibrary.org/obo/OMIT_0028418	microbiome	located in	http://id.nlm.nih.gov/mesh/D010361	human
29758946	student_A	http://id.nlm.nih.gov/mesh/D001439	bacteria	located in	http://id.nlm.nih.gov/mesh/D010361	human
29758946	student_A	http://purl.obolibrary.org/obo/NCIT_C2866	DDF	target	http://id.nlm.nih.gov/mesh/D010361	human
29758946	student_A	http://purl.obolibrary.org/obo/NCBITaxon_2013654	bacteria	located in	http://id.nlm.nih.gov/mesh/D010361	human
29758946	student_A	http://purl.obolibrary.org/obo/NCIT_C86729	bacteria	located in	http://id.nlm.nih.gov/mesh/D010361	human


38827616	student_A	http://purl.obolibrary.org/obo/NCIT_C3389	DDF	is a	http://purl.obolibrary.org/obo/NCIT_C3389	DDF
38827616	student_A	http://purl.obolibrary.org/obo/NCIT_C34387	DDF	is a	http://purl.obolibrary.org/obo/NCIT_C34387	DDF
38827616	student_A	http://purl.obolibrary.org/obo/NCIT_C34423	DDF	is a	http://purl.obolibrary.org/obo/NCIT_C34423	DDF
38827616	student_A	http://purl.obolibrary.org/obo/NCIT_C35078	DDF	is a	http://purl.obolibrary.org/obo/NCIT_C35078	DDF
38827616	student_A	http://purl.obolibrary.org/obo/NCIT_C88411	DDF	is a	http://purl.obolibrary.org/obo/NCIT_C88411	DDF
38827616	student_A	http://purl.obolibrary.org/obo/OMIT_0005141	DDF	is a	http://purl.obolibrary.org/obo/OMIT_0005141	DDF
38827616	student_A	http://purl.obolibrary.org/obo/NCIT_C97160	DDF	is a	http://purl.obolibrary.org/obo/NCIT_C97160	DDF
38827616	student_A	http://purl.obolibrary.org/obo/NCIT_C3362	DDF	is a	http://purl.obolibrary.org/obo/NCIT_C3362	DDF
38827616	student_A	http://purl.obolibrary.org/obo/NCIT_C2991	DDF	is a	http://purl.obolibrary.org/obo/NCIT_C2991	DDF


39027090	student_A	http://purl.obolibrary.org/obo/NCIT_C35041	DDF	affect	http://purl.obolibrary.org/obo/NCIT_C2893	DDF
39027090	student_A	https://uts.nlm.nih.gov/uts/umls/concept/C4049273	DDF	affect	http://purl.obolibrary.org/obo/NCIT_C3362	DDF
39027090	student_A	http://purl.obolibrary.org/obo/NCIT_C35041	DDF	affect	http://purl.obolibrary.org/obo/NCIT_C3362	DDF
39027090	student_A	http://purl.obolibrary.org/obo/NCIT_C97161	DDF	target	http://id.nlm.nih.gov/mesh/D002648	human
39027090	student_A	http://purl.obolibrary.org/obo/NCIT_C35041	DDF	target	http://purl.obolibrary.org/obo/NCIT_C25189	human
39027090	student_A	https://uts.nlm.nih.gov/uts/umls/concept/C4049273	DDF	affect	http://purl.obolibrary.org/obo/NCIT_C2893	DDF
39027090	student_A	http://id.nlm.nih.gov/mesh/D002648	human	used by	http://purl.obolibrary.org/obo/NCIT_C19646	biomedical technique
39027090	student_A	https://uts.nlm.nih.gov/uts/umls/concept/C4049273	DDF	is a	https://uts.nlm.nih.gov/uts/umls/concept/C4049273	DDF
39027090	student_A	http://purl.obolibrary.org/obo/NCIT_C35041	DDF	is a	http://purl.obolibrary.org/obo/NCIT_C35041	DDF
39027090	student_A	https://uts.nlm.nih.gov/uts/umls/concept/C4049273	DDF	affect	http://purl.obolibrary.org/obo/NCIT_C2991	DDF
39027090	student_A	http://purl.obolibrary.org/obo/NCBITaxon_853	bacteria	located in	http://id.nlm.nih.gov/mesh/D002648	human
39027090	student_A	http://purl.obolibrary.org/obo/NCIT_C97161	DDF	is a	http://purl.obolibrary.org/obo/NCIT_C2893	DDF
39027090	student_A	https://uts.nlm.nih.gov/uts/umls/concept/C4049273	DDF	target	http://purl.obolibrary.org/obo/NCIT_C25189	human
39027090	student_A	https://uts.nlm.nih.gov/uts/umls/concept/C4049273	DDF	affect	http://purl.obolibrary.org/obo/NCIT_C28397	DDF
39027090	student_A	http://purl.obolibrary.org/obo/NCIT_C35041	DDF	affect	http://purl.obolibrary.org/obo/NCIT_C97161	DDF
39027090	student_A	http://purl.obolibrary.org/obo/NCIT_C3362	DDF	is a	http://purl.obolibrary.org/obo/NCIT_C2893	DDF
39027090	student_A	https://uts.nlm.nih.gov/uts/umls/concept/C4049273	DDF	affect	http://purl.obolibrary.org/obo/NCIT_C3137	DDF
39027090	student_A	https://uts.nlm.nih.gov/uts/umls/concept/C4049273	DDF	affect	http://purl.obolibrary.org/obo/NCIT_C97161	DDF


39466764	student_A	http://purl.obolibrary.org/obo/CHEBI_64645	chemical	located in	http://purl.obolibrary.org/obo/NCIT_C45247	animal
39466764	student_A	http://id.nlm.nih.gov/mesh/D062793	chemical	located in	http://purl.obolibrary.org/obo/NCIT_C45247	animal
39466764	student_A	http://purl.obolibrary.org/obo/NCIT_C2866	DDF	target	http://purl.obolibrary.org/obo/NCIT_C45247	animal
39466764	student_A	http://purl.obolibrary.org/obo/NCIT_C2866	DDF	is a	http://purl.obolibrary.org/obo/NCIT_C2866	DDF
39466764	student_A	http://purl.obolibrary.org/obo/NCIT_C48807	chemical	located in	http://purl.obolibrary.org/obo/NCIT_C45247	animal
39466764	student_A	http://purl.obolibrary.org/obo/NCIT_C1708	drug	change effect	http://purl.obolibrary.org/obo/NCIT_C124639	DDF
39466764	student_A	http://purl.obolibrary.org/obo/OMIT_0026886	chemical	located in	http://purl.obolibrary.org/obo/NCIT_C45247	animal
39466764	student_A	http://purl.obolibrary.org/obo/NCBITaxon_239935	bacteria	part of	http://purl.obolibrary.org/obo/OHMI_0000020	microbiome
39466764	student_A	http://purl.obolibrary.org/obo/NCIT_C1708	drug	administered	http://purl.obolibrary.org/obo/NCIT_C45247	animal
39466764	student_A	http://purl.obolibrary.org/obo/NCIT_C1708	drug	interact	http://purl.obolibrary.org/obo/NCIT_C1708	drug
39466764	student_A	http://purl.obolibrary.org/obo/NCIT_C1708	drug	impact	http://purl.obolibrary.org/obo/NCBITaxon_239935	bacteria
39466764	student_A	http://purl.obolibrary.org/obo/NCIT_C1708	drug	interact	http://purl.obolibrary.org/obo/NCIT_C20445	chemical
39466764	student_A	http://purl.obolibrary.org/obo/OHMI_0000020	microbiome	is linked to	http://purl.obolibrary.org/obo/NCIT_C26835	DDF
39466764	student_A	http://purl.obolibrary.org/obo/NCBITaxon_239935	bacteria	interact	http://purl.obolibrary.org/obo/NCIT_C1708	drug
39466764	student_A	http://purl.obolibrary.org/obo/NCIT_C1708	drug	change effect	http://purl.obolibrary.org/obo/NCIT_C2866	DDF


38490542	student_A	http://purl.obolibrary.org/obo/NCIT_C2952	DDF	is a	http://purl.obolibrary.org/obo/NCIT_C2952	DDF
38490542	student_A	http://purl.obolibrary.org/obo/NCIT_C2866	DDF	affect	http://purl.obolibrary.org/obo/NCIT_C2952	DDF
38490542	student_A	http://purl.obolibrary.org/obo/NCIT_C2866	DDF	is a	http://purl.obolibrary.org/obo/NCIT_C2866	DDF
38490542	student_A	http://purl.obolibrary.org/obo/NCIT_C82021	chemical	impact	http://purl.obolibrary.org/obo/OMIT_0028418	microbiome
38490542	student_A	http://purl.obolibrary.org/obo/OMIT_0028418	microbiome	used by	http://purl.obolibrary.org/obo/OBI_0002763	biomedical technique
38490542	student_A	http://purl.obolibrary.org/obo/NCIT_C2952	DDF	change abundance	http://purl.obolibrary.org/obo/OMIT_0028418	microbiome
38490542	student_A	http://purl.obolibrary.org/obo/OMIT_0028418	microbiome	located in	http://purl.obolibrary.org/obo/NCIT_C45247	animal
38490542	student_A	http://purl.obolibrary.org/obo/NCIT_C2952	DDF	target	http://purl.obolibrary.org/obo/NCIT_C45247	animal
38490542	student_A	http://purl.obolibrary.org/obo/NCIT_C82021	chemical	interact	http://purl.obolibrary.org/obo/NCIT_C82021	chemical
38490542	student_A	http://purl.obolibrary.org/obo/NCIT_C82021	chemical	influence	http://purl.obolibrary.org/obo/NCIT_C2866	DDF
38490542	student_A	http://purl.obolibrary.org/obo/NCIT_C82021	chemical	influence	http://purl.obolibrary.org/obo/NCIT_C3671	DDF
38490542	student_A	http://purl.obolibrary.org/obo/NCIT_C82021	chemical	influence	http://purl.obolibrary.org/obo/NCIT_C2952	DDF
38490542	student_A	http://purl.obolibrary.org/obo/NCIT_C82021	chemical	influence	http://purl.obolibrary.org/obo/NCIT_C2991	DDF


32741809	student_A	http://purl.obolibrary.org/obo/NCIT_C17557	DDF	strike	http://purl.obolibrary.org/obo/NCIT_C12444	anatomical location
32741809	student_A	http://purl.obolibrary.org/obo/NCIT_C62695	food	impact	http://purl.obolibrary.org/obo/OMIT_0028544	microbiome
32741809	student_A	https://uts.nlm.nih.gov/uts/umls/concept/C0262405	DDF	strike	http://purl.obolibrary.org/obo/NCIT_C60544	anatomical location
32741809	student_A	http://purl.obolibrary.org/obo/NCIT_C2337	chemical	part of	http://purl.obolibrary.org/obo/CHEBI_26666	chemical
32741809	student_A	http://purl.obolibrary.org/obo/NCIT_C64382	DDF	strike	http://purl.obolibrary.org/obo/NCIT_C60544	anatomical location
32741809	student_A	http://purl.obolibrary.org/obo/NCIT_C12443	anatomical location	located in	http://purl.obolibrary.org/obo/NCIT_C45247	animal
32741809	student_A	http://purl.obolibrary.org/obo/NCIT_C116921	DDF	target	http://purl.obolibrary.org/obo/NCIT_C45247	animal
32741809	student_A	http://purl.obolibrary.org/obo/NCIT_C830	dietary supplement	administered	http://purl.obolibrary.org/obo/NCIT_C14424	animal
32741809	student_A	http://purl.obolibrary.org/obo/NCIT_C46083	DDF	target	http://purl.obolibrary.org/obo/NCIT_C45247	animal
32741809	student_A	http://purl.obolibrary.org/obo/NCBITaxon_1315627	bacteria	located in	http://purl.obolibrary.org/obo/NCIT_C45247	animal
32741809	student_A	http://snomed.info/id/1149492007	DDF	interact	http://purl.obolibrary.org/obo/CHEBI_26666	chemical
32741809	student_A	http://purl.obolibrary.org/obo/NCIT_C12439	anatomical location	located in	http://purl.obolibrary.org/obo/NCIT_C45247	animal
32741809	student_A	http://purl.obolibrary.org/obo/NCIT_C2337	chemical	located in	http://purl.obolibrary.org/obo/NCIT_C45247	animal
32741809	student_A	http://purl.obolibrary.org/obo/CHEBI_30089	chemical	part of	http://purl.obolibrary.org/obo/CHEBI_26666	chemical
32741809	student_A	http://purl.obolibrary.org/obo/NCBITaxon_1283313	bacteria	located in	http://purl.obolibrary.org/obo/NCIT_C45247	animal
32741809	student_A	http://purl.obolibrary.org/obo/CHEBI_52998	chemical	located in	http://purl.obolibrary.org/obo/NCIT_C12443	anatomical location
32741809	student_A	http://purl.obolibrary.org/obo/NCIT_C85961	bacteria	located in	http://purl.obolibrary.org/obo/NCIT_C45247	animal
32741809	student_A	http://id.nlm.nih.gov/mesh/D001439	bacteria	located in	http://purl.obolibrary.org/obo/NCIT_C45247	animal
32741809	student_A	http://purl.obolibrary.org/obo/NCIT_C17557	DDF	strike	http://purl.obolibrary.org/obo/NCIT_C12439	anatomical location
32741809	student_A	http://purl.obolibrary.org/obo/OMIT_0012372	chemical	part of	http://purl.obolibrary.org/obo/CHEBI_26666	chemical
32741809	student_A	http://purl.obolibrary.org/obo/NCIT_C62695	food	administered	http://purl.obolibrary.org/obo/NCIT_C28143	animal
32741809	student_A	http://purl.obolibrary.org/obo/NCBITaxon_186803	bacteria	located in	http://purl.obolibrary.org/obo/NCIT_C45247	animal
32741809	student_A	http://id.nlm.nih.gov/mesh/D020560	bacteria	located in	http://purl.obolibrary.org/obo/NCIT_C45247	animal
32741809	student_A	http://purl.obolibrary.org/obo/NCIT_C62695	food	administered	http://purl.obolibrary.org/obo/NCIT_C14424	animal
32741809	student_A	http://purl.obolibrary.org/obo/CHEBI_30089	chemical	located in	http://purl.obolibrary.org/obo/NCIT_C45247	animal
32741809	student_A	http://purl.obolibrary.org/obo/NCIT_C20535	chemical	located in	http://purl.obolibrary.org/obo/NCIT_C12443	anatomical location
32741809	student_A	http://purl.obolibrary.org/obo/NCIT_C1505	dietary supplement	influence	http://purl.obolibrary.org/obo/NCIT_C116921	DDF
32741809	student_A	http://purl.obolibrary.org/obo/CHEBI_26666	chemical	located in	http://purl.obolibrary.org/obo/NCIT_C45247	animal
32741809	student_A	http://purl.obolibrary.org/obo/NCIT_C12444	anatomical location	located in	http://purl.obolibrary.org/obo/NCIT_C45247	animal
32741809	student_A	http://purl.obolibrary.org/obo/NCIT_C1505	dietary supplement	influence	http://purl.obolibrary.org/obo/OMIT_0007851	DDF
32741809	student_A	http://purl.obolibrary.org/obo/NCIT_C62695	food	impact	http://purl.obolibrary.org/obo/OMIT_0028418	microbiome
32741809	student_A	http://purl.obolibrary.org/obo/OMIT_0012372	chemical	located in	http://purl.obolibrary.org/obo/NCIT_C45247	animal
32741809	student_A	http://purl.obolibrary.org/obo/NCIT_C17557	DDF	strike	http://purl.obolibrary.org/obo/NCIT_C12443	anatomical location
32741809	student_A	http://purl.obolibrary.org/obo/NCIT_C62695	food	influence	http://purl.obolibrary.org/obo/NCIT_C46083	DDF
32741809	student_A	http://purl.obolibrary.org/obo/NCIT_C830	dietary supplement	administered	http://purl.obolibrary.org/obo/NCIT_C28143	animal
32741809	student_A	http://purl.obolibrary.org/obo/NCIT_C17557	DDF	target	http://purl.obolibrary.org/obo/NCIT_C45247	animal
32741809	student_A	http://id.nlm.nih.gov/mesh/D000068536	bacteria	located in	http://purl.obolibrary.org/obo/NCIT_C45247	animal
32741809	student_A	http://purl.obolibrary.org/obo/NCIT_C62695	food	influence	https://uts.nlm.nih.gov/uts/umls/concept/C5681775	DDF


39609876	student_A	http://purl.obolibrary.org/obo/NCIT_C48807	chemical	interact	http://purl.obolibrary.org/obo/NCIT_C48807	chemical
39609876	student_A	http://purl.obolibrary.org/obo/NCIT_C48807	chemical	interact	http://purl.obolibrary.org/obo/CHEBI_35366	chemical
39609876	student_A	http://purl.obolibrary.org/obo/NCIT_C25190	human	used by	http://purl.obolibrary.org/obo/NCIT_C205121	biomedical technique
39609876	student_A	http://purl.obolibrary.org/obo/NCBITaxon_1940338	bacteria	located in	http://id.nlm.nih.gov/mesh/D010361	human
39609876	student_A	http://purl.obolibrary.org/obo/NCIT_C25190	human	used by	http://purl.obolibrary.org/obo/NCIT_C210457	biomedical technique
39609876	student_A	http://purl.obolibrary.org/obo/NCIT_C48807	chemical	interact	http://purl.obolibrary.org/obo/CHEBI_24898	chemical
39609876	student_A	http://purl.obolibrary.org/obo/NCIT_C48807	chemical	interact	http://purl.obolibrary.org/obo/CHEBI_25017	chemical
39609876	student_A	http://purl.obolibrary.org/obo/NCIT_C48807	chemical	interact	http://purl.obolibrary.org/obo/NCIT_C816	chemical
39609876	student_A	http://purl.obolibrary.org/obo/NCIT_C93019	microbiome	located in	http://purl.obolibrary.org/obo/NCIT_C25190	human
39609876	student_A	http://purl.obolibrary.org/obo/NCIT_C25190	human	used by	http://id.nlm.nih.gov/mesh/68017421	biomedical technique
